syscall,time,process,fields,length,value
77,67006.624409504,666,1,19,1351
77,67006.674742332,666,1,5,439
124,67006.6753544,666,0,0,0
124,67006.675376565,666,0,0,0
77,67006.68472361,666,1,19,1351
77,67006.804868631,666,1,5,439
124,67006.81473006,666,0,0,0
77,67006.814988592,666,1,19,1351
77,67007.015547513,666,1,5,439
124,67007.024663873,666,0,0,0
124,67007.024697638,666,0,0,0
77,67007.02576071,666,1,19,1351
77,67007.056520508,666,1,5,439
124,67007.064493648,666,0,0,0
77,67007.064521426,666,1,19,1351
77,67007.066727672,666,1,5,439
124,67007.074886106,666,0,0,0
124,67007.074916194,666,0,0,0
77,67007.076948589,666,1,19,1351
77,67007.097432545,666,1,5,439
124,67007.104502213,666,0,0,0
124,67007.104531091,666,0,0,0
77,67007.107655714,666,1,19,1351
77,67007.143116057,666,1,5,439
185,67007.143239213,666,1,5,439
108,67007.143272372,666,0,0,0
251,67007.143282222,666,0,0,0
77,67007.148673363,666,1,19,1351
77,67007.169158121,666,1,5,439
124,67007.175622918,666,0,0,0
124,67007.175653887,666,0,0,0
77,67007.179388034,666,1,19,1351
77,67007.31282772,666,1,5,439
124,67007.314949532,666,0,0,0
77,67007.323093535,666,1,19,1351
77,67007.446196354,666,1,5,439
40,67007.45607884,666,1,5,439
77,67007.456317559,666,1,19,1351
77,67007.517692763,666,1,5,439
124,67007.524898739,666,0,0,0
124,67007.524922919,666,0,0,0
77,67007.527919087,666,1,19,1351
77,67007.558583167,666,1,5,439
124,67007.564738631,666,0,0,0
77,67007.565640889,666,1,19,1351
77,67007.568817683,666,1,5,439
124,67007.575144754,666,0,0,0
124,67007.575169011,666,0,0,0
77,67007.579028695,666,1,19,1351
77,67007.599387007,666,1,5,439
124,67007.604680773,666,0,0,0
124,67007.604703268,666,0,0,0
77,67007.609617066,666,1,19,1351
77,67007.671582613,666,1,5,439
124,67007.675870561,666,0,0,0
124,67007.675893852,666,0,0,0
77,67007.681968781,666,1,19,1351
77,67007.806983012,666,1,5,439
124,67007.815220347,666,0,0,0
77,67007.817204894,666,1,19,1351
77,67008.015480118,666,1,5,439
124,67008.025152491,666,0,0,0
124,67008.02518412,666,0,0,0
77,67008.025637632,666,1,19,1351
77,67008.056315963,666,1,5,439
124,67008.064962939,666,0,0,0
77,67008.06654239,666,1,19,1351
77,67008.074638663,666,1,5,439
124,67008.075324142,666,0,0,0
124,67008.075353189,666,0,0,0
77,67008.076776862,666,1,19,1351
77,67008.09727003,666,1,5,439
124,67008.104862555,666,0,0,0
124,67008.104891866,666,0,0,0
77,67008.107490142,666,1,19,1351
77,67008.138249099,666,1,5,439
185,67008.143534181,666,1,5,439
108,67008.143571324,666,0,0,0
251,67008.143580091,666,0,0,0
77,67008.148493228,666,1,19,1351
77,67008.174893895,666,1,5,439
124,67008.176091395,666,0,0,0
124,67008.176121415,666,0,0,0
77,67008.17926737,666,1,19,1351
77,67008.312502189,666,1,5,439
124,67008.315452308,666,0,0,0
77,67008.322675354,666,1,19,1351
77,67008.456092859,666,1,5,439
40,67008.457264416,666,1,5,439
77,67008.466383032,666,1,19,1351
77,67008.517530244,666,1,5,439
124,67008.52545046,666,0,0,0
124,67008.52547417,666,0,0,0
77,67008.527751194,666,1,19,1351
77,67008.558516917,666,1,5,439
124,67008.565208788,666,0,0,0
77,67008.568741902,666,1,19,1351
77,67008.56875132,666,1,5,439
124,67008.575584137,666,0,0,0
124,67008.5756086,666,0,0,0
77,67008.575720336,666,1,19,1351
77,67008.599457111,666,1,5,439
124,67008.605136168,666,0,0,0
124,67008.605159661,666,0,0,0
77,67008.609696624,666,1,19,1351
77,67008.679149585,666,1,5,439
124,67008.679163482,666,0,0,0
124,67008.679174256,666,0,0,0
77,67008.684577505,666,1,19,1351
77,67008.808611928,666,1,5,439
124,67008.815715119,666,0,0,0
77,67008.818812867,666,1,19,1351
77,67009.019449896,666,1,5,439
124,67009.025727645,666,0,0,0
124,67009.02575933,666,0,0,0
77,67009.029671939,666,1,19,1351
77,67009.060432666,666,1,5,439
124,67009.065468882,666,0,0,0
77,67009.070623021,666,1,19,1351
77,67009.070632633,666,1,5,439
124,67009.075837713,666,0,0,0
124,67009.07586813,666,0,0,0
77,67009.080850333,666,1,19,1351
77,67009.101320862,666,1,5,439
124,67009.105344046,666,0,0,0
124,67009.105372311,666,0,0,0
77,67009.111545227,666,1,19,1351
77,67009.142363539,666,1,5,439
185,67009.143803123,666,1,5,439
108,67009.143841979,666,0,0,0
251,67009.1438508,666,0,0,0
77,67009.152638201,666,1,19,1351
77,67009.172954747,666,1,5,439
124,67009.179296798,666,0,0,0
124,67009.179327099,666,0,0,0
77,67009.183185607,666,1,19,1351
77,67009.306776939,666,1,5,439
124,67009.315994975,666,0,0,0
77,67009.316993213,666,1,19,1351
77,67009.455896281,666,1,5,439
40,67009.458476793,666,1,5,439
77,67009.461523395,666,1,19,1351
77,67009.524499794,666,1,5,439
124,67009.525960357,666,0,0,0
124,67009.525984586,666,0,0,0
77,67009.534753548,666,1,19,1351
77,67009.565493223,666,1,5,439
124,67009.565617014,666,0,0,0
124,67009.576239255,666,0,0,0
124,67009.57626298,666,0,0,0
77,67009.576274737,666,1,19,1351
77,67009.596819719,666,1,5,439
124,67009.605644328,666,0,0,0
124,67009.605669158,666,0,0,0
77,67009.607479955,666,1,19,1351
77,67009.66923982,666,1,5,439
124,67009.679517106,666,0,0,0
124,67009.679540368,666,0,0,0
77,67009.679552686,666,1,19,1351
77,67009.814398679,666,1,5,439
124,67009.824396552,666,0,0,0
77,67009.83439326,666,1,19,1351
77,67009.885573558,666,1,5,439
27,67009.893914348,1098,21,462,37453
271,67009.893927963,1098,0,0,0
163,67009.893933069,1098,4,53,4121
183,67009.893939615,1098,4,42,3488
183,67009.893942443,1098,4,42,3481
168,67009.893944768,1098,0,0,0
311,67009.893956011,1098,0,0,0
311,67009.893957308,1098,0,0,0
242,67009.893958988,1098,0,0,0
112,67009.893960541,1098,0,0,0
77,67009.893967825,1098,1,5,440
77,67009.893967825,1098,1,5,440
27,67009.895065947,1098,21,463,37483
271,67009.895073875,1098,0,0,0
163,67009.895079901,1098,4,53,4077
183,67009.89508681,1098,4,42,3479
168,67009.895089356,1098,0,0,0
311,67009.895097992,1098,0,0,0
311,67009.89509937,1098,0,0,0
242,67009.895101152,1098,0,0,0
112,67009.895102503,1098,0,0,0
77,67009.895111432,1098,1,5,440
77,67009.904681093,666,1,5,439
27,67009.904696381,1098,21,463,37512
271,67009.904710102,1098,0,0,0
163,67009.904715276,1098,4,53,4089
168,67009.904719134,1098,0,0,0
311,67009.904730012,1098,0,0,0
311,67009.904731409,1098,0,0,0
242,67009.904733297,1098,0,0,0
112,67009.904734677,1098,0,0,0
216,67009.914403337,1098,0,0,0
40,67009.914407154,1098,1,5,439
216,67009.914443306,1098,0,0,0
77,67009.914450448,1098,1,5,440
77,67009.914483268,1098,1,5,439
40,67009.914488547,1098,1,5,439
216,67009.92824678,1098,0,0,0
40,67009.92825129,1098,1,5,439
77,67009.92825997,666,1,19,1351
77,67009.928265121,666,1,5,439
216,67009.934379741,1098,0,0,0
216,67009.944376937,1098,0,0,0
40,67009.944380143,1098,1,5,439
77,67009.94440533,666,1,19,1351
77,67009.944410699,666,1,5,439
216,67009.954375577,1098,0,0,0
216,67009.964740819,1098,0,0,0
40,67009.964744759,1098,1,5,439
216,67009.964775325,1098,0,0,0
77,67009.964782529,1098,1,5,440
77,67009.964806225,1098,1,5,439
40,67009.964809356,1098,1,5,439
216,67009.974472733,1098,0,0,0
216,67009.974502605,1098,0,0,0
77,67009.974510915,1098,1,5,440
77,67009.974572776,1098,1,5,439
40,67009.97457674,1098,1,5,439
216,67009.993010176,1098,0,0,0
40,67009.99301735,1098,1,5,439
77,67009.993030705,666,1,19,1351
77,67009.994452709,666,1,5,439
216,67009.994485992,1098,0,0,0
216,67009.994516818,1098,0,0,0
77,67009.994524882,1098,1,5,440
77,67009.994547045,1098,1,5,439
40,67009.994551377,1098,1,5,439
216,67010.009022319,1098,0,0,0
40,67010.009026804,1098,1,5,439
77,67010.009035708,666,1,19,1351
77,67010.015124221,666,1,5,439
216,67010.015133477,1098,0,0,0
216,67010.024469165,1098,0,0,0
40,67010.024473632,1098,1,5,439
216,67010.024501417,1098,0,0,0
77,67010.024509289,1098,1,5,440
77,67010.024545216,1098,1,5,439
40,67010.024548943,1098,1,5,439
216,67010.034379054,1098,0,0,0
124,67010.034407359,666,0,0,0
124,67010.034433339,666,0,0,0
216,67010.045201224,1098,0,0,0
40,67010.045205445,1098,1,5,439
216,67010.045237016,1098,0,0,0
77,67010.045244299,1098,1,5,440
77,67010.045268225,1098,1,5,439
40,67010.045271534,1098,1,5,439
216,67010.054374697,1098,0,0,0
216,67010.06472171,1098,0,0,0
40,67010.064724748,1098,1,5,439
77,67010.064752042,666,1,19,1351
77,67010.064756964,666,1,5,439
216,67010.074468602,1098,0,0,0
124,67010.07448046,666,0,0,0
216,67010.084899748,1098,0,0,0
40,67010.084904295,1098,1,5,439
216,67010.08493527,1098,0,0,0
77,67010.084943502,1098,1,5,440
77,67010.08500048,666,1,5,439
124,67010.085008553,666,0,0,0
124,67010.08502014,666,0,0,0
77,67010.085029521,1098,1,5,439
77,67010.085029521,1098,1,5,439
40,67010.085033511,1098,1,5,439
216,67010.0947155,1098,0,0,0
216,67010.10437809,1098,0,0,0
40,67010.104381117,1098,1,5,439
77,67010.104405146,666,1,19,1351
77,67010.104410082,666,1,5,439
216,67010.114377743,1098,0,0,0
40,67010.114381403,1098,1,5,439
124,67010.114415884,666,0,0,0
124,67010.114431491,666,0,0,0
216,67010.125431388,1098,0,0,0
40,67010.125436531,1098,1,5,439
77,67010.125516706,666,1,19,1351
77,67010.125547259,666,1,5,439
216,67010.12558381,1098,0,0,0
77,67010.12559141,1098,1,5,440
77,67010.125612521,1098,1,5,439
40,67010.125615532,1098,1,5,439
216,67010.134485108,1098,0,0,0
216,67010.144378227,1098,0,0,0
40,67010.144381852,1098,1,5,439
77,67010.144387405,1098,1,5,440
77,67010.14440129,666,1,5,439
185,67010.144411171,666,1,5,439
108,67010.144430165,666,0,0,0
251,67010.144434708,666,0,0,0
77,67010.144450481,1098,1,5,439
77,67010.144450481,1098,1,5,439
40,67010.14445435,1098,1,5,439
216,67010.148690421,1098,0,0,0
77,67010.148698499,1098,1,21,1542
77,67010.148733043,1098,1,21,1542
43,67010.149536252,566,22,382,32410
13,67010.151947912,566,4,48,3845
5,67010.151998597,566,2,38,3222
5,67010.152005124,566,2,38,3213
193,67010.152028006,566,4,85,6933
69,67010.152032946,566,1,5,439
163,67010.152039058,566,4,48,3827
28,67010.152041189,566,1,5,439
5,67010.152049747,566,2,38,3222
193,67010.152062186,566,4,127,10629
222,67010.152067949,566,2,93,5010
69,67010.152071933,566,1,5,439
163,67010.152075951,566,4,48,3824
163,67010.152087454,566,4,48,3865
168,67010.152094423,566,0,0,0
163,67010.15210243,566,4,50,3954
163,67010.152112461,566,4,50,3960
28,67010.152123809,566,1,5,439
5,67010.152139105,566,2,38,3222
193,67010.152150737,566,4,117,9603
222,67010.152155306,566,2,93,4916
69,67010.15215921,566,1,5,439
163,67010.152165982,566,4,51,3993
168,67010.15217111,566,0,0,0
163,67010.152175673,566,4,51,4006
28,67010.152191904,566,1,5,439
5,67010.15220413,566,2,38,3222
193,67010.152215227,566,4,131,10795
222,67010.15221942,566,2,93,4882
69,67010.152222822,566,1,5,439
163,67010.152228506,566,4,51,4004
168,67010.15223347,566,0,0,0
163,67010.15223777,566,4,51,3990
28,67010.152258774,566,1,5,439
5,67010.152273349,566,2,38,3222
193,67010.152283237,566,4,137,11465
222,67010.152287117,566,2,93,4942
69,67010.152290604,566,1,5,439
163,67010.152301044,566,4,51,4023
168,67010.152305722,566,0,0,0
163,67010.152311361,566,4,51,4007
163,67010.152321012,566,4,51,4010
28,67010.152336437,566,1,5,439
5,67010.152353401,566,2,38,3222
193,67010.152364051,566,4,117,9561
222,67010.152367931,566,2,93,4891
69,67010.15237156,566,1,5,439
163,67010.152377134,566,4,51,3990
168,67010.152382498,566,0,0,0
163,67010.15238666,566,4,51,4004
28,67010.152404999,566,1,5,439
5,67010.152416927,566,2,38,3222
193,67010.152428091,566,4,127,10693
222,67010.152432086,566,2,93,4932
69,67010.152435589,566,1,5,439
163,67010.152440571,566,4,51,3980
168,67010.152446425,566,0,0,0
