syscall,time,process,fields,length,value
77,70083.577106252,666,1,19,1351
77,70083.642516229,666,1,5,439
401,70083.643545985,666,2,95,5028
77,70083.64394615,666,1,19,1351
77,70083.643952358,666,1,5,439
74,70083.651532403,666,0,0,0
126,70083.651602619,666,0,0,0
124,70083.651612853,666,0,0,0
126,70083.651680326,666,0,0,0
124,70083.651684512,666,0,0,0
126,70083.651718001,666,0,0,0
124,70083.651721134,666,0,0,0
126,70083.651753589,666,0,0,0
124,70083.651756533,666,0,0,0
126,70083.651787662,666,0,0,0
124,70083.651790709,666,0,0,0
126,70083.651821433,666,0,0,0
124,70083.651824674,666,0,0,0
126,70083.651856281,666,0,0,0
124,70083.651859204,666,0,0,0
126,70083.651890891,666,0,0,0
124,70083.651893798,666,0,0,0
126,70083.65204747,666,0,0,0
124,70083.652050888,666,0,0,0
126,70083.652083083,666,0,0,0
124,70083.652086237,666,0,0,0
126,70083.652118167,666,0,0,0
124,70083.652121184,666,0,0,0
126,70083.652151696,666,0,0,0
124,70083.652154626,666,0,0,0
126,70083.652184596,666,0,0,0
124,70083.652187388,666,0,0,0
126,70083.652222664,666,0,0,0
124,70083.652227785,666,0,0,0
126,70083.652269993,666,0,0,0
124,70083.652272946,666,0,0,0
126,70083.65230469,666,0,0,0
124,70083.652307567,666,0,0,0
126,70083.652337937,666,0,0,0
124,70083.652340984,666,0,0,0
126,70083.65237097,666,0,0,0
124,70083.652374061,666,0,0,0
126,70083.652404959,666,0,0,0
124,70083.652407983,666,0,0,0
126,70083.652438905,666,0,0,0
124,70083.652441855,666,0,0,0
126,70083.652472603,666,0,0,0
124,70083.652475697,666,0,0,0
126,70083.652506705,666,0,0,0
124,70083.652509775,666,0,0,0
126,70083.652541432,666,0,0,0
124,70083.652544479,666,0,0,0
126,70083.652577126,666,0,0,0
124,70083.652580366,666,0,0,0
126,70083.652613081,666,0,0,0
124,70083.652615955,666,0,0,0
126,70083.652646125,666,0,0,0
124,70083.652649078,666,0,0,0
126,70083.652680361,666,0,0,0
124,70083.652683418,666,0,0,0
126,70083.65271453,666,0,0,0
124,70083.652717474,666,0,0,0
126,70083.652747848,666,0,0,0
124,70083.652750848,666,0,0,0
126,70083.652781331,666,0,0,0
124,70083.652784462,666,0,0,0
126,70083.652814842,666,0,0,0
124,70083.652817856,666,0,0,0
126,70083.652847842,666,0,0,0
124,70083.652850712,666,0,0,0
126,70083.652880361,666,0,0,0
124,70083.652883288,666,0,0,0
126,70083.652911547,666,0,0,0
124,70083.65291445,666,0,0,0
126,70083.6529448,666,0,0,0
124,70083.652947714,666,0,0,0
126,70083.652977974,666,0,0,0
124,70083.652980871,666,0,0,0
126,70083.653010052,666,0,0,0
124,70083.653013092,666,0,0,0
126,70083.65304397,666,0,0,0
124,70083.653046894,666,0,0,0
126,70083.653076553,666,0,0,0
124,70083.653079623,666,0,0,0
126,70083.65311001,666,0,0,0
124,70083.653113067,666,0,0,0
126,70083.653143367,666,0,0,0
124,70083.653146284,666,0,0,0
126,70083.653175335,666,0,0,0
124,70083.653178315,666,0,0,0
126,70083.65320796,666,0,0,0
124,70083.653210994,666,0,0,0
126,70083.653240543,666,0,0,0
124,70083.65324348,666,0,0,0
126,70083.65327392,666,0,0,0
124,70083.653276847,666,0,0,0
77,70083.65429952,666,1,19,1351
77,70083.654628827,666,1,5,439
401,70083.65466294,666,2,93,4781
77,70083.654675973,666,1,5,440
77,70083.654681339,666,1,5,440
401,70083.654691586,666,3,93,4838
77,70083.654715564,666,1,5,439
77,70083.656099808,666,1,5,439
124,70083.656172214,666,0,0,0
124,70083.656190693,666,0,0,0
74,70083.656725905,666,0,0,0
77,70083.6570316,666,1,19,1351
77,70083.658348486,666,1,5,439
74,70083.659619439,666,0,0,0
77,70083.659631887,666,1,5,440
77,70083.65965953,666,1,5,439
74,70083.660074881,666,0,0,0
77,70083.660085208,666,1,5,440
77,70083.660108321,666,1,5,439
401,70083.660135552,666,2,93,4810
77,70083.660513162,666,1,19,1351
77,70083.660529376,666,1,5,439
258,70083.660565515,666,0,0,0
77,70083.660647513,666,1,19,1351
77,70083.661754339,666,1,5,439
74,70083.661766614,666,0,0,0
77,70083.661777773,666,1,5,440
77,70083.662914077,666,1,5,439
40,70083.671410146,666,1,5,439
77,70083.671437472,666,1,19,1351
77,70083.971975155,666,1,5,439
259,70083.985156698,434,1,5,440
3,70083.985180546,434,5,114,7615
58,70083.985184855,434,1,19,1602
204,70083.985196977,434,4,39,2664
321,70083.985220024,434,5,73,5071
27,70083.985525817,434,21,345,27039
28,70083.985573393,434,1,5,439
380,70083.985624998,434,2,16,1177
380,70083.985628724,434,2,93,5638
28,70083.985632164,434,1,5,439
28,70083.985633317,434,1,5,439
28,70083.985634449,434,1,5,439
100,70083.985657703,434,0,0,0
100,70083.985695196,434,0,0,0
100,70083.98569638,434,0,0,0
100,70083.985714488,434,0,0,0
27,70083.985732187,434,21,339,26600
271,70083.985766084,434,0,0,0
193,70083.985858953,434,4,110,9510
69,70083.985886265,434,1,5,439
380,70083.985907607,434,2,13,1038
28,70083.985909622,434,1,5,439
28,70083.985920732,434,1,5,439
28,70083.985922722,434,1,5,439
28,70083.985924014,434,1,5,439
28,70083.985941419,434,1,5,439
297,70083.985971331,434,1,7,547
33,70083.985974828,434,1,19,1600
33,70083.985976092,434,1,19,1601
