syscall,time,process,fields,length,value
77,69620.122402989,666,1,19,1351
77,69620.540059757,666,1,5,439
124,69620.543280657,666,0,0,0
77,69620.550284715,666,1,19,1351
77,69620.581074172,666,1,5,439
124,69620.582637537,666,0,0,0
124,69620.582668462,666,0,0,0
124,69620.582685301,666,0,0,0
124,69620.582702531,666,0,0,0
124,69620.58271784,666,0,0,0
124,69620.582735534,666,0,0,0
185,69620.588358652,666,1,5,439
108,69620.588406108,666,0,0,0
251,69620.588415183,666,0,0,0
77,69620.59125343,666,1,19,1351
77,69620.601536825,666,1,5,439
124,69620.60262661,666,0,0,0
124,69620.602657829,666,0,0,0
124,69620.602674798,666,0,0,0
77,69620.611893738,666,1,19,1351
77,69620.630606051,666,1,5,439
401,69620.630663695,666,2,94,4827
77,69620.630678804,666,1,5,440
77,69620.630678804,666,1,5,440
401,69620.630691149,666,2,93,5184
77,69620.630708131,666,1,5,439
77,69620.630864444,666,1,5,439
258,69620.630878172,666,0,0,0
258,69620.63088745,666,0,0,0
77,69620.630900293,666,1,5,440
77,69620.631134917,666,1,5,439
258,69620.63131857,666,0,0,0
258,69620.631328012,666,0,0,0
77,69620.631336437,666,1,5,440
77,69620.631380165,666,1,5,439
258,69620.63138687,666,0,0,0
258,69620.63139118,666,0,0,0
77,69620.631396115,666,1,5,440
77,69620.631431899,666,1,5,439
258,69620.631437963,666,0,0,0
77,69620.631768492,666,1,19,1351
77,69620.634138988,666,1,5,439
74,69620.6358257,666,0,0,0
77,69620.635850023,666,1,5,440
77,69620.636523834,666,1,5,439
401,69620.636560329,666,2,93,5111
77,69620.636573052,666,1,5,440
77,69620.636573052,666,1,5,440
401,69620.636595099,666,2,94,4786
77,69620.636609195,666,1,5,439
77,69620.636637983,666,1,5,439
258,69620.636726701,666,0,0,0
258,69620.636736166,666,0,0,0
77,69620.636746337,666,1,5,440
77,69620.636970807,666,1,5,439
258,69620.637066148,666,0,0,0
258,69620.637075165,666,0,0,0
77,69620.637082897,666,1,5,440
77,69620.637265974,666,1,5,439
258,69620.637273361,666,0,0,0
258,69620.637279279,666,0,0,0
77,69620.637285436,666,1,5,440
77,69620.637323504,666,1,5,439
258,69620.637330233,666,0,0,0
77,69620.637466378,666,1,19,1351
77,69620.637658527,666,1,5,439
74,69620.638625291,666,0,0,0
77,69620.638644526,666,1,5,440
77,69620.675530642,666,1,5,439
258,69620.675540609,666,0,0,0
77,69620.675548003,666,1,5,440
77,69620.675606072,666,1,5,439
258,69620.675612514,666,0,0,0
77,69620.676572657,666,1,19,1351
77,69620.682489251,666,1,5,439
401,69620.682519481,666,2,93,6204
77,69620.682532046,666,1,5,440
77,69620.682644604,666,1,5,439
74,69620.684315333,666,0,0,0
77,69620.687925334,666,1,19,1351
77,69620.949623703,666,1,5,439
40,69620.953683225,666,1,5,439
77,69620.958113775,666,1,19,1351
77,69621.042471635,666,1,5,439
124,69621.052450472,666,0,0,0
77,69621.062427786,666,1,19,1351
77,69621.082424126,666,1,5,439
401,69621.082679068,666,2,95,4937
77,69621.08277275,666,1,19,1351
77,69621.082801922,666,1,5,439
74,69621.088060261,666,0,0,0
126,69621.08811173,666,0,0,0
126,69621.088128959,666,0,0,0
126,69621.088144202,666,0,0,0
126,69621.088158845,666,0,0,0
126,69621.088180196,666,0,0,0
126,69621.088199375,666,0,0,0
126,69621.088214475,666,0,0,0
126,69621.088228888,666,0,0,0
126,69621.088244373,666,0,0,0
126,69621.088259345,666,0,0,0
126,69621.088275745,666,0,0,0
124,69621.088291009,666,0,0,0
74,69621.089091289,666,0,0,0
74,69621.090503022,666,0,0,0
124,69621.090875263,666,0,0,0
124,69621.090892822,666,0,0,0
124,69621.090902628,666,0,0,0
124,69621.090911769,666,0,0,0
124,69621.090920778,666,0,0,0
74,69621.091374106,666,0,0,0
74,69621.092610613,666,0,0,0
77,69621.102403042,666,1,19,1351
77,69621.102408751,666,1,5,439
401,69621.102451183,666,2,93,4726
74,69621.103770086,666,0,0,0
124,69621.112413821,666,0,0,0
124,69621.112439325,666,0,0,0
124,69621.112448493,666,0,0,0
77,69621.122400512,666,1,19,1351
77,69621.172428497,666,1,5,439
27,69621.177533456,1098,21,462,37175
271,69621.177546157,1098,0,0,0
163,69621.177551378,1098,4,53,4134
183,69621.177556958,1098,4,42,3477
183,69621.17755965,1098,4,42,3474
168,69621.177561866,1098,0,0,0
311,69621.177572438,1098,0,0,0
311,69621.177573695,1098,0,0,0
242,69621.177575284,1098,0,0,0
112,69621.177576607,1098,0,0,0
77,69621.17758353,1098,1,5,440
77,69621.17758353,1098,1,5,440
27,69621.178552886,1098,21,463,37224
271,69621.178560777,1098,0,0,0
163,69621.178565732,1098,4,53,4104
183,69621.178571438,1098,4,42,3495
168,69621.178573916,1098,0,0,0
311,69621.178583121,1098,0,0,0
311,69621.178584581,1098,0,0,0
242,69621.178586454,1098,0,0,0
112,69621.178587892,1098,0,0,0
27,69621.178595952,1098,21,463,37235
271,69621.178603546,1098,0,0,0
163,69621.178607045,1098,4,53,4115
168,69621.178610342,1098,0,0,0
311,69621.178616943,1098,0,0,0
311,69621.178618235,1098,0,0,0
242,69621.178619722,1098,0,0,0
112,69621.178620998,1098,0,0,0
77,69621.178629718,1098,1,5,440
77,69621.178647223,1098,1,5,440
27,69621.178710447,1098,21,463,37250
271,69621.178717378,1098,0,0,0
163,69621.178720824,1098,4,53,4098
183,69621.178725587,1098,4,42,3488
168,69621.178727762,1098,0,0,0
311,69621.178735237,1098,0,0,0
311,69621.178736423,1098,0,0,0
242,69621.178738038,1098,0,0,0
112,69621.17873943,1098,0,0,0
77,69621.178745554,1098,1,5,440
77,69621.17918785,1098,1,5,440
216,69621.182443975,1098,0,0,0
77,69621.20231489,666,1,19,1351
77,69621.202325667,666,1,5,439
216,69621.202350067,1098,0,0,0
40,69621.202356775,1098,1,5,439
77,69621.202454599,666,1,19,1351
77,69621.202459853,666,1,5,439
216,69621.202518761,1098,0,0,0
77,69621.202527607,1098,1,5,440
77,69621.202565609,1098,1,5,439
40,69621.20257535,1098,1,5,439
216,69621.2175724,1098,0,0,0
40,69621.21757689,1098,1,5,439
77,69621.21758697,666,1,19,1351
77,69621.222494293,666,1,5,439
216,69621.222507179,1098,0,0,0
216,69621.222539049,1098,0,0,0
77,69621.222547015,1098,1,5,440
77,69621.222570305,1098,1,5,439
40,69621.222573744,1098,1,5,439
216,69621.232385973,1098,0,0,0
40,69621.232389201,1098,1,5,439
77,69621.232398711,666,1,19,1351
77,69621.232403362,666,1,5,439
216,69621.242382286,1098,0,0,0
216,69621.253239061,1098,0,0,0
40,69621.253243089,1098,1,5,439
77,69621.253251738,666,1,19,1351
77,69621.253256014,666,1,5,439
216,69621.262692294,1098,0,0,0
216,69621.262727025,1098,0,0,0
77,69621.262735774,1098,1,5,440
77,69621.262759473,1098,1,5,439
40,69621.262762813,1098,1,5,439
216,69621.272392908,1098,0,0,0
40,69621.272395824,1098,1,5,439
77,69621.272427825,666,1,19,1351
77,69621.272433143,666,1,5,439
216,69621.282383005,1098,0,0,0
216,69621.292996985,1098,0,0,0
40,69621.293001066,1098,1,5,439
216,69621.293031884,1098,0,0,0
77,69621.293039115,1098,1,5,440
77,69621.293063246,1098,1,5,439
40,69621.293066258,1098,1,5,439
216,69621.302386318,1098,0,0,0
216,69621.312379748,1098,0,0,0
40,69621.312382505,1098,1,5,439
77,69621.312407858,666,1,19,1351
77,69621.312437644,666,1,5,439
216,69621.322385787,1098,0,0,0
40,69621.322389255,1098,1,5,439
77,69621.322413837,666,1,19,1351
77,69621.322445067,666,1,5,439
216,69621.33344423,1098,0,0,0
40,69621.333448308,1098,1,5,439
77,69621.333456717,666,1,19,1351
77,69621.333471872,666,1,5,439
216,69621.342398349,1098,0,0,0
216,69621.352383045,1098,0,0,0
40,69621.352386114,1098,1,5,439
77,69621.352395352,666,1,19,1351
77,69621.352399962,666,1,5,439
216,69621.362382903,1098,0,0,0
40,69621.362386437,1098,1,5,439
77,69621.373026858,666,1,19,1351
77,69621.373031815,666,1,5,439
216,69621.373043704,1098,0,0,0
40,69621.373047936,1098,1,5,439
216,69621.373082097,1098,0,0,0
77,69621.373090058,1098,1,5,440
77,69621.373112338,1098,1,5,439
40,69621.373114959,1098,1,5,439
216,69621.382385512,1098,0,0,0
216,69621.39239801,1098,0,0,0
40,69621.392400632,1098,1,5,439
216,69621.39243136,1098,0,0,0
77,69621.392437427,1098,1,5,440
77,69621.39246177,1098,1,5,439
40,69621.392465065,1098,1,5,439
216,69621.411848473,1098,0,0,0
40,69621.411856234,1098,1,5,439
77,69621.41242622,666,1,19,1351
77,69621.412435267,666,1,5,439
216,69621.412449471,1098,0,0,0
77,69621.412457495,1098,1,5,440
77,69621.41246235,1098,1,5,439
40,69621.412466334,1098,1,5,439
77,69621.423292982,666,1,19,1351
77,69621.423298693,666,1,5,439
216,69621.423322092,1098,0,0,0
40,69621.423326079,1098,1,5,439
77,69621.432553319,666,1,19,1351
77,69621.432599199,666,1,5,439
216,69621.432607713,1098,0,0,0
77,69621.432615599,1098,1,5,440
77,69621.432621035,1098,1,5,439
40,69621.43262396,1098,1,5,439
216,69621.436929316,1098,0,0,0
77,69621.436970321,1098,1,21,1542
77,69621.437011066,1098,1,21,1542
43,69621.437747436,566,22,382,32197
13,69621.440545765,566,4,48,3829
5,69621.440603139,566,2,38,3222
5,69621.440613714,566,2,38,3213
193,69621.440634581,566,4,85,6933
69,69621.440639696,566,1,5,439
163,69621.440646197,566,4,48,3828
28,69621.440648752,566,1,5,439
5,69621.440657472,566,2,38,3222
193,69621.440673347,566,4,127,10629
222,69621.440678998,566,2,93,5010
69,69621.440683599,566,1,5,439
163,69621.440687782,566,4,48,3825
163,69621.440699159,566,4,48,3837
168,69621.440707396,566,0,0,0
163,69621.440720877,566,4,50,3929
163,69621.44073557,566,4,50,3935
28,69621.440747534,566,1,5,439
5,69621.440764659,566,2,38,3222
193,69621.440778199,566,4,117,9603
222,69621.440782819,566,2,93,4916
69,69621.440786568,566,1,5,439
163,69621.440793398,566,4,51,3961
168,69621.440798466,566,0,0,0
163,69621.440803102,566,4,51,3981
28,69621.44081962,566,1,5,439
5,69621.440831768,566,2,38,3222
193,69621.440844199,566,4,131,10795
222,69621.440848593,566,2,93,4882
69,69621.440852323,566,1,5,439
163,69621.440857865,566,4,51,3972
168,69621.440862762,566,0,0,0
163,69621.440866596,566,4,51,3996
28,69621.440889169,566,1,5,439
5,69621.440902901,566,2,38,3222
193,69621.440913655,566,4,137,11465
222,69621.440917546,566,2,93,4942
69,69621.440920766,566,1,5,439
163,69621.440930275,566,4,51,4029
168,69621.44093634,566,0,0,0
163,69621.440941368,566,4,51,3984
163,69621.440950741,566,4,51,3980
28,69621.440965134,566,1,5,439
5,69621.440983378,566,2,38,3222
193,69621.440996054,566,4,117,9561
222,69621.44100016,566,2,93,4891
69,69621.441003581,566,1,5,439
163,69621.441009416,566,4,51,3996
168,69621.441014561,566,0,0,0
163,69621.441018967,566,4,51,4003
28,69621.441035316,566,1,5,439
5,69621.44104713,566,2,38,3222
193,69621.441060814,566,4,127,10693
222,69621.441064927,566,2,93,4932
69,69621.441068353,566,1,5,439
163,69621.441073299,566,4,51,3986
168,69621.441077996,566,0,0,0
163,69621.44108199,566,4,51,3993
28,69621.441098416,566,1,5,439
5,69621.44111345,566,2,38,3222
193,69621.441125006,566,4,123,10239
222,69621.441129183,566,2,93,4930
69,69621.441132556,566,1,5,439
163,69621.441137083,566,4,51,3979
163,69621.441145433,566,4,51,3999
168,69621.441149242,566,0,0,0
163,69621.441153173,566,4,51,3988
28,69621.441170867,566,1,5,439
5,69621.441186346,566,2,38,3222
193,69621.441198935,566,4,133,10971
222,69621.441203229,566,2,93,4861
