syscall,time,process,fields,length,value
77,70292.421838811,666,1,19,1351
77,70292.431833809,666,1,5,439
259,70292.438451114,434,1,5,440
3,70292.438472633,434,5,114,7605
58,70292.438476554,434,1,19,1602
204,70292.43848773,434,4,39,2666
321,70292.438502797,434,5,73,5057
27,70292.438789044,434,21,348,27436
28,70292.438822829,434,1,5,439
380,70292.438875333,434,2,16,1177
380,70292.438878821,434,2,93,5638
28,70292.438882206,434,1,5,439
28,70292.438883328,434,1,5,439
28,70292.438884729,434,1,5,439
100,70292.438900594,434,0,0,0
100,70292.43894169,434,0,0,0
100,70292.438942887,434,0,0,0
100,70292.438960708,434,0,0,0
27,70292.438982322,434,21,342,26991
271,70292.439016588,434,0,0,0
193,70292.439105922,434,4,110,9510
69,70292.439143899,434,1,5,439
380,70292.439157888,434,2,13,1038
28,70292.439159781,434,1,5,439
28,70292.439169764,434,1,5,439
28,70292.439171943,434,1,5,439
28,70292.439173228,434,1,5,439
28,70292.439183021,434,1,5,439
297,70292.439217619,434,1,7,544
33,70292.439220822,434,1,19,1600
33,70292.439222201,434,1,19,1601
33,70292.439223428,434,1,5,443
28,70292.439224723,434,1,5,439
33,70292.439225894,434,1,5,444
28,70292.439227036,434,1,5,439
43,70292.439436042,434,27,369,29207
13,70292.439469266,434,4,48,3829
5,70292.43950199,434,2,38,3222
5,70292.439509257,434,2,38,3213
193,70292.439521917,434,4,85,6933
69,70292.43952621,434,1,5,439
163,70292.439529483,434,4,48,3838
28,70292.439530876,434,1,5,439
5,70292.439536676,434,2,38,3222
193,70292.439546725,434,4,121,10025
222,70292.439550693,434,2,93,4881
69,70292.439553667,434,1,5,439
163,70292.439556474,434,4,48,3835
163,70292.439563394,434,4,48,3823
168,70292.439567311,434,0,0,0
163,70292.43957193,434,4,50,3941
28,70292.439584148,434,1,5,439
5,70292.43959344,434,2,38,3222
193,70292.439603271,434,4,123,10213
222,70292.439606547,434,2,93,4889
69,70292.439609359,434,1,5,439
163,70292.439613325,434,4,50,3959
168,70292.43961668,434,0,0,0
163,70292.439620646,434,4,50,3959
163,70292.439628443,434,4,50,3951
28,70292.439636428,434,1,5,439
5,70292.439646959,434,2,38,3222
193,70292.439656323,434,4,119,9777
222,70292.439659502,434,2,93,4880
69,70292.439662164,434,1,5,439
163,70292.439666075,434,4,50,3984
168,70292.439670022,434,0,0,0
163,70292.43967309,434,4,50,3964
28,70292.439685166,434,1,5,439
5,70292.439694635,434,2,38,3222
193,70292.439702247,434,4,127,10695
222,70292.439705688,434,2,93,4992
69,70292.439708137,434,1,5,439
163,70292.439714755,434,4,50,3978
168,70292.439718981,434,0,0,0
163,70292.439722394,434,4,50,3978
163,70292.439729167,434,4,50,3984
28,70292.439737554,434,1,5,439
5,70292.439748446,434,2,38,3222
193,70292.4397577,434,4,127,10695
222,70292.439760977,434,2,93,4954
69,70292.439763753,434,1,5,439
163,70292.439767893,434,4,51,4013
168,70292.439770966,434,0,0,0
163,70292.439774658,434,4,51,3985
163,70292.439782892,434,4,51,3993
28,70292.439790635,434,1,5,439
5,70292.439799944,434,2,38,3222
193,70292.439810663,434,4,141,11655
222,70292.439814178,434,2,93,4962
69,70292.439816957,434,1,5,439
163,70292.439820779,434,4,51,4006
168,70292.439824875,434,0,0,0
163,70292.439828393,434,4,51,4010
163,70292.439835679,434,4,51,4034
28,70292.4398559,434,1,5,439
5,70292.439872671,434,2,38,3222
193,70292.439882618,434,4,121,10035
222,70292.439885797,434,2,93,4912
69,70292.439888564,434,1,5,439
163,70292.439891974,434,4,51,4017
163,70292.439899433,434,4,51,4009
168,70292.439903168,434,0,0,0
163,70292.439906291,434,4,51,4017
28,70292.439918203,434,1,5,439
5,70292.439927026,434,2,38,3222
193,70292.439935857,434,4,115,9387
222,70292.439938804,434,2,93,4893
69,70292.439941486,434,1,5,439
163,70292.439945354,434,4,51,4008
168,70292.439948809,434,0,0,0
163,70292.439951867,434,4,51,3995
28,70292.439964921,434,1,5,439
5,70292.4399749,434,2,38,3222
193,70292.439984038,434,4,123,10267
222,70292.439987326,434,2,93,4954
69,70292.439989987,434,1,5,439
163,70292.439994181,434,4,51,4012
168,70292.439997817,434,0,0,0
163,70292.440001847,434,4,51,4034
163,70292.440009989,434,4,51,4009
28,70292.440018327,434,1,5,439
5,70292.440027686,434,2,38,3222
193,70292.44003896,434,4,143,12159
222,70292.440042456,434,2,93,4888
69,70292.440045102,434,1,5,439
163,70292.440052332,434,4,51,4009
168,70292.440055586,434,0,0,0
163,70292.440058496,434,4,51,4002
28,70292.440071363,434,1,5,439
5,70292.440082421,434,2,38,3222
193,70292.440091822,434,4,129,10677
222,70292.440095473,434,2,93,4947
69,70292.440098049,434,1,5,439
163,70292.440101644,434,4,51,4020
168,70292.440104755,434,0,0,0
163,70292.44010776,434,4,52,4044
28,70292.440122648,434,1,5,439
5,70292.440134461,434,2,38,3222
193,70292.440143076,434,4,127,10631
222,70292.440146476,434,2,93,4885
69,70292.440149391,434,1,5,439
163,70292.440153604,434,4,52,4077
168,70292.44015729,434,0,0,0
163,70292.440160231,434,4,52,4063
28,70292.440172782,434,1,5,439
5,70292.440181222,434,2,38,3222
193,70292.440189314,434,4,115,9351
222,70292.440192276,434,2,93,4989
69,70292.440195078,434,1,5,439
163,70292.440198208,434,4,52,4050
163,70292.440205151,434,4,52,4045
168,70292.440209013,434,0,0,0
163,70292.44021253,434,4,52,4060
163,70292.440219515,434,4,52,4068
28,70292.440229594,434,1,5,439
5,70292.440243266,434,2,38,3222
193,70292.440253086,434,4,119,9809
222,70292.440256373,434,2,93,5001
69,70292.440258964,434,1,5,439
163,70292.440262761,434,4,52,4039
168,70292.440265424,434,0,0,0
163,70292.44026863,434,4,52,4066
163,70292.440276185,434,4,52,4063
28,70292.440284587,434,1,5,439
5,70292.4402986,434,2,38,3222
193,70292.440308018,434,4,125,10273
222,70292.440311164,434,2,93,4924
69,70292.440313714,434,1,5,439
163,70292.440317584,434,4,52,4032
168,70292.440320287,434,0,0,0
163,70292.440323275,434,4,52,4034
28,70292.440335916,434,1,5,439
5,70292.440347147,434,2,38,3222
193,70292.44035583,434,4,117,9561
222,70292.440358931,434,2,93,4891
69,70292.44036166,434,1,5,439
