syscall,time,process,fields,length,value
77,65371.222108515,666,1,19,1351
77,65371.262971098,666,1,5,439
40,65371.267020315,666,1,5,439
77,65371.273177324,666,1,19,1351
77,65371.365381359,666,1,5,439
124,65371.372946257,666,0,0,0
124,65371.372979831,666,0,0,0
124,65371.372995607,666,0,0,0
124,65371.373011487,666,0,0,0
77,65371.375601505,666,1,19,1351
77,65371.402367698,666,1,5,439
124,65371.402626708,666,0,0,0
124,65371.402651236,666,0,0,0
77,65371.406381708,666,1,19,1351
77,65371.559695929,666,1,5,439
124,65371.573637204,666,0,0,0
77,65371.573661839,666,1,19,1351
77,65371.583732187,666,1,5,439
124,65371.592104464,666,0,0,0
124,65371.592129507,666,0,0,0
77,65371.593929818,666,1,19,1351
77,65371.593938486,666,1,5,439
185,65371.594930349,666,1,5,439
108,65371.594969967,666,0,0,0
251,65371.594978072,666,0,0,0
77,65371.604073853,666,1,19,1351
77,65371.61425036,666,1,5,439
124,65371.622003933,666,0,0,0
77,65371.624443478,666,1,19,1351
77,65371.870729884,666,1,5,439
124,65371.875750578,666,0,0,0
124,65371.875780359,666,0,0,0
124,65371.875794495,666,0,0,0
124,65371.875809296,666,0,0,0
77,65371.880830114,666,1,19,1351
77,65371.901504329,666,1,5,439
124,65371.902848735,666,0,0,0
124,65371.902873724,666,0,0,0
77,65371.911674137,666,1,19,1351
77,65372.073241731,666,1,5,439
124,65372.073811114,666,0,0,0
77,65372.08354334,666,1,19,1351
77,65372.083554991,666,1,5,439
124,65372.092378888,666,0,0,0
124,65372.092407335,666,0,0,0
77,65372.093767721,666,1,19,1351
77,65372.12005643,666,1,5,439
124,65372.122206982,666,0,0,0
77,65372.124433942,666,1,19,1351
77,65372.263777046,666,1,5,439
40,65372.268175851,666,1,5,439
77,65372.273999592,666,1,19,1351
77,65372.367145027,666,1,5,439
124,65372.375797529,666,0,0,0
124,65372.375876348,666,0,0,0
124,65372.37589045,666,0,0,0
124,65372.375902802,666,0,0,0
77,65372.377267812,666,1,19,1351
77,65372.401090692,666,1,5,439
124,65372.402927312,666,0,0,0
124,65372.402956814,666,0,0,0
77,65372.411302409,666,1,19,1351
77,65372.571946916,666,1,5,439
124,65372.581912283,666,0,0,0
77,65372.581930418,666,1,19,1351
77,65372.58193386,666,1,5,439
124,65372.598159156,666,0,0,0
124,65372.598177378,666,0,0,0
185,65372.598186869,666,1,5,439
108,65372.598213265,666,0,0,0
251,65372.598217762,666,0,0,0
77,65372.598234014,666,1,19,1351
77,65372.623133824,666,1,5,439
124,65372.623143213,666,0,0,0
77,65372.623152999,666,1,19,1351
77,65372.651923018,666,1,5,439
27,65372.662838395,1098,21,465,36762
271,65372.662851064,1098,0,0,0
163,65372.662856041,1098,4,53,4132
183,65372.66286186,1098,4,42,3493
183,65372.662864466,1098,4,42,3483
168,65372.662866731,1098,0,0,0
311,65372.662876871,1098,0,0,0
311,65372.662878158,1098,0,0,0
242,65372.662879749,1098,0,0,0
112,65372.662881112,1098,0,0,0
77,65372.66288751,1098,1,5,440
77,65372.664354644,1098,1,5,440
27,65372.664358933,1098,21,466,36801
271,65372.664373049,1098,0,0,0
163,65372.664379447,1098,4,53,4091
183,65372.6643857,1098,4,42,3494
168,65372.664388833,1098,0,0,0
311,65372.664397587,1098,0,0,0
311,65372.664398961,1098,0,0,0
242,65372.664400935,1098,0,0,0
112,65372.664402318,1098,0,0,0
77,65372.664420539,1098,1,5,439
77,65372.664872766,1098,1,5,440
216,65372.671718293,1098,0,0,0
216,65372.671949274,1098,0,0,0
77,65372.683646539,666,1,19,1351
77,65372.683668896,666,1,5,439
216,65372.683677408,1098,0,0,0
40,65372.683681609,1098,1,5,439
77,65372.683689207,666,1,19,1351
77,65372.683691107,666,1,5,439
216,65372.68764613,1098,0,0,0
216,65372.687683308,1098,0,0,0
77,65372.687691899,1098,1,5,440
77,65372.687714249,1098,1,5,439
242,65372.687730804,1098,0,0,0
163,65372.687736913,1098,4,53,4113
168,65372.687742346,1098,0,0,0
27,65372.68777651,1098,21,468,36940
242,65372.687789106,1098,0,0,0
27,65372.68789323,1098,21,466,36828
271,65372.687902449,1098,0,0,0
163,65372.687907585,1098,4,53,4100
168,65372.687922609,1098,0,0,0
311,65372.687930582,1098,0,0,0
311,65372.687931861,1098,0,0,0
242,65372.687933683,1098,0,0,0
112,65372.687935016,1098,0,0,0
77,65372.687943634,1098,1,5,440
77,65372.687943634,1098,1,5,440
216,65372.691902295,1098,0,0,0
216,65372.695544924,1098,0,0,0
40,65372.695549276,1098,1,5,439
216,65372.695584978,1098,0,0,0
77,65372.695593306,1098,1,5,440
77,65372.695633554,1098,1,5,439
40,65372.695637846,1098,1,5,439
216,65372.70190394,1098,0,0,0
216,65372.71188467,1098,0,0,0
40,65372.711888036,1098,1,5,439
77,65372.711920947,666,1,19,1351
77,65372.71192588,666,1,5,439
216,65372.723363098,1098,0,0,0
40,65372.723367313,1098,1,5,439
77,65372.735153757,666,1,19,1351
77,65372.735221342,666,1,5,439
216,65372.73523006,1098,0,0,0
40,65372.73523449,1098,1,5,439
216,65372.735262996,1098,0,0,0
77,65372.735271419,1098,1,5,440
77,65372.735292871,1098,1,5,439
40,65372.735295582,1098,1,5,439
216,65372.751127686,1098,0,0,0
40,65372.751132982,1098,1,5,439
216,65372.751159337,1098,0,0,0
77,65372.751168931,1098,1,5,440
77,65372.751211076,1098,1,5,439
40,65372.751214733,1098,1,5,439
216,65372.751884049,1098,0,0,0
216,65372.763152059,1098,0,0,0
40,65372.763156511,1098,1,5,439
216,65372.763185044,1098,0,0,0
77,65372.763192868,1098,1,5,440
77,65372.763231769,1098,1,5,439
40,65372.763235277,1098,1,5,439
216,65372.767695401,1098,0,0,0
216,65372.771943288,1098,0,0,0
216,65372.781904228,1098,0,0,0
40,65372.781907764,1098,1,5,439
77,65372.781932588,666,1,19,1351
77,65372.781937816,666,1,5,439
216,65372.783538226,1098,0,0,0
216,65372.783574525,1098,0,0,0
77,65372.783584282,1098,1,5,440
77,65372.783607097,1098,1,5,439
40,65372.783610302,1098,1,5,439
216,65372.792826498,1098,0,0,0
40,65372.792830268,1098,1,5,439
77,65372.792840158,666,1,19,1351
77,65372.79956553,666,1,5,439
216,65372.799578637,1098,0,0,0
216,65372.799615543,1098,0,0,0
77,65372.799623408,1098,1,5,440
77,65372.799647134,1098,1,5,439
40,65372.799650259,1098,1,5,439
216,65372.801901359,1098,0,0,0
216,65372.811886353,1098,0,0,0
40,65372.811889613,1098,1,5,439
77,65372.811899493,666,1,19,1351
77,65372.811903937,666,1,5,439
216,65372.821881468,1098,0,0,0
216,65372.824330611,1098,0,0,0
40,65372.824335064,1098,1,5,439
77,65372.824343088,1098,1,5,440
77,65372.824365678,1098,1,5,439
40,65372.824368125,1098,1,5,439
216,65372.831905761,1098,0,0,0
216,65372.831939339,1098,0,0,0
77,65372.831945145,1098,1,5,440
77,65372.831952669,1098,1,5,439
40,65372.83195511,1098,1,5,439
216,65372.841894527,1098,0,0,0
40,65372.841897292,1098,1,5,439
77,65372.841922098,666,1,19,1351
77,65372.841982326,666,1,5,439
216,65372.852013312,1098,0,0,0
40,65372.852016844,1098,1,5,439
77,65372.856545484,666,1,19,1351
77,65372.856550481,666,1,5,439
216,65372.856563648,1098,0,0,0
216,65372.861907924,1098,0,0,0
216,65372.863539515,1098,0,0,0
40,65372.863543905,1098,1,5,439
216,65372.863579169,1098,0,0,0
77,65372.863587379,1098,1,5,440
77,65372.863609401,1098,1,5,439
40,65372.863611863,1098,1,5,439
216,65372.871932733,1098,0,0,0
77,65372.87194575,666,1,19,1351
77,65372.871950292,666,1,5,439
216,65372.873530519,1098,0,0,0
216,65372.879539131,1098,0,0,0
40,65372.879543585,1098,1,5,439
216,65372.879577662,1098,0,0,0
77,65372.879585842,1098,1,5,440
77,65372.879585842,1098,1,5,440
124,65372.879611997,666,0,0,0
124,65372.879631886,666,0,0,0
124,65372.87964225,666,0,0,0
124,65372.879652009,666,0,0,0
77,65372.879661103,1098,1,5,439
77,65372.879661103,1098,1,5,439
40,65372.879664208,1098,1,5,439
216,65372.881902321,1098,0,0,0
216,65372.888582073,1098,0,0,0
77,65372.888593222,666,1,19,1351
77,65372.888597864,666,1,5,439
216,65372.891906863,1098,0,0,0
40,65372.891923304,1098,1,5,439
216,65372.891949888,1098,0,0,0
77,65372.89195647,1098,1,5,440
77,65372.891978057,1098,1,5,439
40,65372.891980674,1098,1,5,439
216,65372.899577784,1098,0,0,0
77,65372.899589946,666,1,19,1351
77,65372.901903807,666,1,5,439
216,65372.901915104,1098,0,0,0
40,65372.901919024,1098,1,5,439
216,65372.90194566,1098,0,0,0
77,65372.901951799,1098,1,5,440
77,65372.901972902,1098,1,5,439
40,65372.901975479,1098,1,5,439
216,65372.903828233,1098,0,0,0
124,65372.903841555,666,0,0,0
124,65372.90385635,666,0,0,0
216,65372.911448835,1098,0,0,0
216,65372.911485114,1098,0,0,0
77,65372.911494433,1098,1,5,440
77,65372.911518157,1098,1,5,439
40,65372.911521341,1098,1,5,439
216,65372.911876911,1098,0,0,0
77,65372.913095758,1098,1,5,439
77,65372.913095758,1098,1,5,439
258,65372.913098476,1098,0,0,0
77,65372.913105625,1098,1,5,439
77,65372.91310707,1098,1,5,439
40,65372.913109423,1098,1,5,439
77,65372.921110999,666,1,19,1351
77,65372.921116087,666,1,5,439
216,65372.921129128,1098,0,0,0
216,65372.921909222,1098,0,0,0
77,65372.921916036,1098,1,5,440
77,65372.921924098,1098,1,5,439
40,65372.921927191,1098,1,5,439
216,65372.927549047,1098,0,0,0
77,65372.932044902,666,1,19,1351
77,65372.936390956,1098,1,5,439
258,65372.936394158,1098,0,0,0
77,65372.936402937,1098,1,5,439
77,65372.936404614,1098,1,5,439
40,65372.936407903,1098,1,5,439
216,65372.937309713,1098,0,0,0
77,65372.937347666,1098,1,21,1542
77,65372.937360032,1098,1,21,1542
43,65372.937987628,566,22,385,31722
13,65372.94124497,566,4,48,3829
5,65372.94129514,566,2,38,3222
5,65372.941304604,566,2,38,3213
193,65372.94132424,566,4,85,6933
69,65372.941329247,566,1,5,439
163,65372.941335223,566,4,48,3832
28,65372.941337273,566,1,5,439
5,65372.941345977,566,2,38,3222
193,65372.941359537,566,4,127,10629
222,65372.941364981,566,2,93,5010
69,65372.941369393,566,1,5,439
163,65372.94137361,566,4,48,3829
163,65372.94138555,566,4,48,3848
168,65372.941393365,566,0,0,0
163,65372.941401028,566,4,50,3933
163,65372.941411137,566,4,50,3939
28,65372.941422381,566,1,5,439
5,65372.941438108,566,2,38,3222
193,65372.941449401,566,4,117,9603
222,65372.941453688,566,2,93,4916
69,65372.94145719,566,1,5,439
163,65372.941463568,566,4,51,3994
168,65372.941469438,566,0,0,0
163,65372.941473815,566,4,51,3992
28,65372.941489544,566,1,5,439
5,65372.941500758,566,2,38,3222
193,65372.941512816,566,4,131,10795
222,65372.941517365,566,2,93,4882
69,65372.941521021,566,1,5,439
163,65372.941526967,566,4,51,3983
168,65372.941533169,566,0,0,0
163,65372.941537572,566,4,51,4000
28,65372.941555528,566,1,5,439
5,65372.941569168,566,2,38,3222
193,65372.94157968,566,4,137,11465
222,65372.941584134,566,2,93,4942
69,65372.941587698,566,1,5,439
163,65372.941597085,566,4,51,4004
168,65372.941602603,566,0,0,0
163,65372.941608059,566,4,51,4002
163,65372.941617259,566,4,51,3989
28,65372.94163019,566,1,5,439
5,65372.941647467,566,2,38,3222
193,65372.941658239,566,4,117,9561
222,65372.941662126,566,2,93,4891
69,65372.941665589,566,1,5,439
163,65372.941674921,566,4,51,3969
168,65372.941679708,566,0,0,0
163,65372.941683665,566,4,51,3980
28,65372.941698321,566,1,5,439
5,65372.941709042,566,2,38,3222
193,65372.941722063,566,4,127,10693
222,65372.941726097,566,2,93,4932
69,65372.941729512,566,1,5,439
163,65372.941734099,566,4,51,3963
168,65372.941738542,566,0,0,0
163,65372.941742567,566,4,51,3970
28,65372.941759164,566,1,5,439
5,65372.941773667,566,2,38,3222
193,65372.941785831,566,4,123,10239
222,65372.941789828,566,2,93,4930
69,65372.941793239,566,1,5,439
163,65372.94179793,566,4,51,3985
163,65372.941805642,566,4,51,3983
168,65372.941809548,566,0,0,0
163,65372.941813788,566,4,51,3965
28,65372.941829204,566,1,5,439
5,65372.941893665,566,2,38,3222
193,65372.941910903,566,4,133,10971
222,65372.941915905,566,2,93,4861
69,65372.941919997,566,1,5,439
163,65372.941927532,566,4,51,4010
168,65372.941932813,566,0,0,0
163,65372.94193886,566,4,51,3981
163,65372.941950119,566,4,51,3973
28,65372.941962958,566,1,5,439
5,65372.941981996,566,2,38,3222
193,65372.941994397,566,4,115,9371
222,65372.941998277,566,2,93,4918
69,65372.942001721,566,1,5,439
163,65372.942007236,566,4,51,3986
168,65372.942012214,566,0,0,0
163,65372.942016293,566,4,52,4048
28,65372.942032545,566,1,5,439
5,65372.942047585,566,2,38,3222
193,65372.942057093,566,4,123,10165
222,65372.942061333,566,2,93,4936
69,65372.942064574,566,1,5,439
163,65372.9420754,566,4,52,4026
168,65372.94208136,566,0,0,0
163,65372.942085496,566,4,52,4036
28,65372.942100334,566,1,5,439
5,65372.942114545,566,2,38,3222
193,65372.942125741,566,4,115,9351
222,65372.942129878,566,2,93,4989
69,65372.942133541,566,1,5,439
163,65372.942139652,566,4,52,4011
168,65372.942145195,566,0,0,0
163,65372.942150278,566,4,52,4040
163,65372.942159751,566,4,52,4048
28,65372.942170632,566,1,5,439
163,65372.94221956,566,4,52,4031
163,65372.942246648,566,4,52,4053
399,65372.942254945,566,0,0,0
168,65372.942382095,566,0,0,0
168,65372.942394411,566,0,0,0
168,65372.942422026,566,0,0,0
77,65372.944599244,666,1,19,1351
77,65372.9446439,666,1,5,439
168,65372.944893003,566,0,0,0
168,65372.944999082,566,0,0,0
168,65372.945012763,566,0,0,0
168,65372.945097201,566,0,0,0
168,65372.945113879,566,0,0,0
168,65372.945525129,566,0,0,0
168,65372.945603794,566,0,0,0
168,65372.94561723,566,0,0,0
168,65372.945926449,566,0,0,0
168,65372.945935708,566,0,0,0
183,65372.945949063,566,4,41,3436
273,65372.945955822,566,0,0,0
271,65372.945957852,566,0,0,0
240,65372.945968963,566,0,0,0
240,65372.945970354,566,0,0,0
242,65372.945972101,566,0,0,0
107,65372.945983012,566,3,24,1752
13,65372.946102637,566,4,52,4043
13,65372.94610702,566,4,52,4041
77,65372.946215036,566,1,5,439
77,65372.946265508,566,1,5,439
127,65372.946334812,566,1,15,1103
33,65372.946339384,566,1,10,757
28,65372.946342533,566,1,5,439
326,65372.946398724,566,2,31,2543
326,65372.946411031,566,2,28,2571
193,65372.946431006,566,4,74,6305
69,65372.946441266,566,1,5,439
222,65372.946450783,566,2,94,7763
193,65372.946482494,566,4,113,9283
69,65372.946485906,566,1,5,439
85,65372.94652006,566,1,7,539
85,65372.946528961,566,1,5,439
28,65372.946532498,566,1,5,439
326,65372.946555996,566,2,39,3588
193,65372.946563109,566,4,96,8340
69,65372.946566888,566,1,5,439
222,65372.94657405,566,2,55,5174
222,65372.946583051,566,2,11,942
28,65372.94658803,566,1,5,439
326,65372.946599092,566,2,38,3522
193,65372.946605712,566,4,94,8208
69,65372.946608776,566,1,5,439
222,65372.946612003,566,2,94,7623
222,65372.946616169,566,2,11,942
28,65372.946618127,566,1,5,439
222,65372.946621968,566,2,11,942
28,65372.946623525,566,1,5,439
326,65372.94662964,566,2,33,2725
326,65372.946645783,566,2,38,3262
89,65372.946649817,566,1,12,1065
319,65372.946674966,566,1,9,634
