syscall,time,process,fields,length,value
77,66134.172596464,666,1,19,1351
77,66134.342752428,666,1,5,439
124,66134.352678136,666,0,0,0
124,66134.352715716,666,0,0,0
77,66134.352732162,666,1,19,1351
77,66134.362915866,666,1,5,439
124,66134.363000135,666,0,0,0
124,66134.363019773,666,0,0,0
77,66134.367638308,666,1,19,1351
77,66134.367663415,666,1,5,439
124,66134.37088477,666,0,0,0
124,66134.370912614,666,0,0,0
77,66134.373113834,666,1,19,1351
77,66134.41700926,666,1,5,439
124,66134.419517342,666,0,0,0
77,66134.424580968,666,1,19,1351
77,66134.424590513,666,1,5,439
124,66134.425294065,666,0,0,0
77,66134.431906151,666,1,19,1351
77,66134.431939187,666,1,5,439
124,66134.432799134,666,0,0,0
124,66134.432826966,666,0,0,0
77,66134.433656441,666,1,19,1351
77,66134.434815399,666,1,5,439
185,66134.441468591,666,1,5,439
108,66134.441515031,666,0,0,0
251,66134.441524309,666,0,0,0
77,66134.445009744,666,1,19,1351
77,66134.726095944,666,1,5,439
40,66134.733296036,666,1,5,439
77,66134.734316392,666,1,19,1351
77,66134.850803598,666,1,5,439
124,66134.852864192,666,0,0,0
124,66134.852898519,666,0,0,0
77,66134.853644525,666,1,19,1351
77,66134.85365383,666,1,5,439
124,66134.863230289,666,0,0,0
124,66134.863261166,666,0,0,0
77,66134.863847475,666,1,19,1351
77,66134.863856484,666,1,5,439
124,66134.871116432,666,0,0,0
124,66134.871145245,666,0,0,0
77,66134.874089855,666,1,19,1351
77,66134.913536001,666,1,5,439
401,66134.913647812,666,2,95,4910
77,66134.91497626,666,1,19,1351
77,66134.914985121,666,1,5,439
124,66134.919881984,666,0,0,0
74,66134.920641746,666,0,0,0
126,66134.920720474,666,0,0,0
124,66134.920744851,666,0,0,0
74,66134.923026307,666,0,0,0
77,66134.925163872,666,1,19,1351
77,66134.925305899,666,1,5,439
124,66134.925376569,666,0,0,0
77,66134.926467872,666,1,19,1351
77,66134.926477104,666,1,5,439
124,66134.932950379,666,0,0,0
124,66134.932978037,666,0,0,0
77,66134.934754778,666,1,19,1351
77,66134.935341104,666,1,5,439
401,66134.93540825,666,2,93,4726
74,66134.937458353,666,0,0,0
77,66134.946780087,666,1,19,1351
77,66135.352942707,666,1,5,439
124,66135.353005251,666,0,0,0
124,66135.353122814,666,0,0,0
77,66135.362610521,666,1,19,1351
77,66135.362617785,666,1,5,439
124,66135.37154486,666,0,0,0
124,66135.371572901,666,0,0,0
124,66135.371585355,666,0,0,0
124,66135.371597313,666,0,0,0
77,66135.372731175,666,1,19,1351
77,66135.413731631,666,1,5,439
124,66135.423328053,666,0,0,0
77,66135.423887502,666,1,19,1351
77,66135.423896653,666,1,5,439
124,66135.425516993,666,0,0,0
77,66135.42616701,666,1,19,1351
77,66135.427424549,666,1,5,439
124,66135.4331416,666,0,0,0
124,66135.433168071,666,0,0,0
77,66135.434093487,666,1,19,1351
77,66135.435810213,666,1,5,439
185,66135.441750198,666,1,5,439
108,66135.441796068,666,0,0,0
251,66135.441806264,666,0,0,0
77,66135.444324065,666,1,19,1351
77,66135.717059097,666,1,5,439
27,66135.721815927,1098,21,462,36879
271,66135.721828825,1098,0,0,0
163,66135.721833871,1098,4,53,4105
183,66135.721839499,1098,4,42,3481
183,66135.721842065,1098,4,42,3476
168,66135.72184422,1098,0,0,0
311,66135.721854116,1098,0,0,0
311,66135.721855415,1098,0,0,0
242,66135.721857017,1098,0,0,0
112,66135.72185832,1098,0,0,0
77,66135.721865185,1098,1,5,440
77,66135.721865185,1098,1,5,440
27,66135.722865453,1098,21,463,36924
271,66135.722872496,1098,0,0,0
163,66135.722877085,1098,4,53,4078
183,66135.722883134,1098,4,42,3489
168,66135.722885548,1098,0,0,0
27,66135.725873954,1098,21,463,36936
271,66135.725888004,1098,0,0,0
163,66135.725894674,1098,4,53,4082
168,66135.725899706,1098,0,0,0
311,66135.72591107,1098,0,0,0
311,66135.72591251,1098,0,0,0
242,66135.725914586,1098,0,0,0
112,66135.725916098,1098,0,0,0
216,66135.72595291,1098,0,0,0
311,66135.72596618,1098,0,0,0
311,66135.725967398,1098,0,0,0
242,66135.725969277,1098,0,0,0
112,66135.725970775,1098,0,0,0
77,66135.725982055,1098,1,5,440
77,66135.726000753,1098,1,5,440
27,66135.726086151,1098,21,463,36946
271,66135.72609325,1098,0,0,0
163,66135.726097838,1098,4,53,4087
183,66135.726105055,1098,4,42,3482
168,66135.726107501,1098,0,0,0
311,66135.726114056,1098,0,0,0
311,66135.726115375,1098,0,0,0
242,66135.726117097,1098,0,0,0
112,66135.726118697,1098,0,0,0
77,66135.726124724,1098,1,5,440
77,66135.732816972,666,1,5,439
216,66135.732828214,1098,0,0,0
40,66135.732831946,1098,1,5,439
77,66135.742605887,666,1,19,1351
77,66135.742623969,666,1,5,439
216,66135.742634712,1098,0,0,0
40,66135.742644921,666,1,5,439
77,66135.752582183,666,1,19,1351
77,66135.752588124,666,1,5,439
216,66135.75261876,1098,0,0,0
40,66135.752622753,1098,1,5,439
77,66135.752629206,666,1,19,1351
77,66135.766171437,666,1,5,439
216,66135.766179759,1098,0,0,0
40,66135.766183786,1098,1,5,439
77,66135.772580875,666,1,19,1351
77,66135.772585734,666,1,5,439
216,66135.772596987,1098,0,0,0
216,66135.772630985,1098,0,0,0
77,66135.772637384,1098,1,5,440
77,66135.772668069,1098,1,5,439
40,66135.772673037,1098,1,5,439
216,66135.782579084,1098,0,0,0
40,66135.78258192,1098,1,5,439
77,66135.792567377,666,1,19,1351
77,66135.792572252,666,1,5,439
216,66135.792585233,1098,0,0,0
40,66135.792588582,1098,1,5,439
216,66135.792620844,1098,0,0,0
77,66135.79262628,1098,1,5,440
77,66135.792633342,1098,1,5,439
40,66135.792635673,1098,1,5,439
216,66135.812701909,1098,0,0,0
40,66135.812709613,1098,1,5,439
216,66135.812737854,1098,0,0,0
77,66135.812749581,1098,1,5,440
77,66135.812780381,1098,1,5,439
40,66135.812784403,1098,1,5,439
216,66135.824032006,1098,0,0,0
40,66135.824036411,1098,1,5,439
77,66135.832579247,666,1,19,1351
77,66135.832584607,666,1,5,439
216,66135.832596452,1098,0,0,0
216,66135.832630774,1098,0,0,0
77,66135.832637237,1098,1,5,440
77,66135.832658553,1098,1,5,439
40,66135.83266158,1098,1,5,439
216,66135.842569399,1098,0,0,0
40,66135.842572193,1098,1,5,439
77,66135.842580251,666,1,19,1351
77,66135.852594349,666,1,5,439
