syscall,time,process,fields,length,value
77,62554.39472459,666,1,19,1351
77,62554.409820176,666,1,5,439
124,62554.409833476,666,0,0,0
77,62554.40985152,666,1,19,1351
77,62554.434678935,666,1,5,439
124,62554.436813778,666,0,0,0
124,62554.436837202,666,0,0,0
77,62554.444871568,666,1,19,1351
77,62554.446569584,666,1,5,439
124,62554.446795871,666,0,0,0
124,62554.446812819,666,0,0,0
124,62554.447417969,666,0,0,0
77,62554.45506025,666,1,19,1351
77,62554.455068038,666,1,5,439
124,62554.457270403,666,0,0,0
124,62554.465338181,666,0,0,0
124,62554.465363976,666,0,0,0
124,62554.465378551,666,0,0,0
77,62554.465390843,666,1,19,1351
77,62554.484826715,666,1,5,439
40,62554.485900297,666,1,5,439
77,62554.485929817,666,1,19,1351
77,62554.485935503,666,1,5,439
40,62554.490114038,666,1,5,439
77,62554.496186171,666,1,19,1351
77,62554.900237391,666,1,5,439
124,62554.910070848,666,0,0,0
77,62554.910355405,666,1,19,1351
77,62554.935138314,666,1,5,439
124,62554.93704832,666,0,0,0
124,62554.937076776,666,0,0,0
77,62554.941160257,666,1,19,1351
77,62554.941170505,666,1,5,439
124,62554.947046236,666,0,0,0
124,62554.947076576,666,0,0,0
124,62554.947595389,666,0,0,0
77,62554.951396573,666,1,19,1351
77,62554.951407782,666,1,5,439
124,62554.957518193,666,0,0,0
77,62554.961635356,666,1,19,1351
77,62554.961645349,666,1,5,439
124,62554.965586877,666,0,0,0
124,62554.965614474,666,0,0,0
124,62554.965630867,666,0,0,0
77,62554.97189427,666,1,19,1351
77,62555.197531691,666,1,5,439
185,62555.204778332,666,1,5,439
108,62555.204814402,666,0,0,0
251,62555.204823608,666,0,0,0
77,62555.207747314,666,1,19,1351
77,62555.399016947,666,1,5,439
124,62555.414602902,666,0,0,0
77,62555.414628118,666,1,19,1351
77,62555.436452308,666,1,5,439
124,62555.437268712,666,0,0,0
124,62555.437309941,666,0,0,0
77,62555.445347338,666,1,19,1351
77,62555.446750947,666,1,5,439
124,62555.447220927,666,0,0,0
124,62555.44724795,666,0,0,0
124,62555.44776506,666,0,0,0
77,62555.456015678,666,1,19,1351
77,62555.456026403,666,1,5,439
124,62555.457748588,666,0,0,0
124,62555.465814642,666,0,0,0
124,62555.465841915,666,0,0,0
124,62555.465857658,666,0,0,0
77,62555.466216891,666,1,19,1351
77,62555.487288887,666,1,5,439
40,62555.491309256,666,1,5,439
77,62555.497339478,666,1,19,1351
77,62555.908123494,666,1,5,439
124,62555.917373673,666,0,0,0
77,62555.920309645,666,1,19,1351
77,62555.934577209,666,1,5,439
124,62555.944272363,666,0,0,0
124,62555.944291781,666,0,0,0
77,62555.944302212,666,1,19,1351
77,62555.944325116,666,1,5,439
124,62555.952270936,666,0,0,0
124,62555.952289264,666,0,0,0
124,62555.952301715,666,0,0,0
77,62555.952310357,666,1,19,1351
77,62555.95231437,666,1,5,439
124,62555.960191519,666,0,0,0
77,62555.962699585,666,1,19,1351
77,62555.962705118,666,1,5,439
124,62555.967052815,666,0,0,0
124,62555.967079852,666,0,0,0
124,62555.967094869,666,0,0,0
77,62555.972912726,666,1,19,1351
77,62556.197897284,666,1,5,439
185,62556.214579247,666,1,5,439
108,62556.214615985,666,0,0,0
251,62556.214622391,666,0,0,0
77,62556.214645655,666,1,19,1351
77,62556.41453776,666,1,5,439
124,62556.424542797,666,0,0,0
77,62556.434569416,666,1,19,1351
77,62556.444577497,666,1,5,439
124,62556.444591969,666,0,0,0
124,62556.444611083,666,0,0,0
77,62556.454580525,666,1,19,1351
77,62556.454586284,666,1,5,439
124,62556.454608909,666,0,0,0
124,62556.454621409,666,0,0,0
124,62556.454630909,666,0,0,0
77,62556.45463865,666,1,19,1351
77,62556.454640396,666,1,5,439
124,62556.464553348,666,0,0,0
77,62556.465441878,666,1,19,1351
77,62556.465484231,666,1,5,439
124,62556.470646459,666,0,0,0
124,62556.47067168,666,0,0,0
124,62556.470686956,666,0,0,0
77,62556.475524877,666,1,19,1351
77,62556.485677524,666,1,5,439
40,62556.492503549,666,1,5,439
77,62556.495222147,666,1,19,1351
77,62556.821980008,666,1,5,439
