syscall,time,process,fields,length,value
77,65852.255216192,666,1,19,1351
77,65852.265419,666,1,5,439
185,65852.27635933,666,1,5,439
108,65852.276386779,666,0,0,0
251,65852.276404606,666,0,0,0
77,65852.276422551,666,1,19,1351
77,65852.406392268,666,1,5,439
27,65852.414165238,1098,21,465,36877
271,65852.414174131,1098,0,0,0
163,65852.41417919,1098,4,53,4124
183,65852.414185668,1098,4,42,3482
183,65852.414188196,1098,4,42,3482
168,65852.41419037,1098,0,0,0
311,65852.414201811,1098,0,0,0
311,65852.414203137,1098,0,0,0
242,65852.414204787,1098,0,0,0
112,65852.414206148,1098,0,0,0
77,65852.414213157,1098,1,5,440
77,65852.414213157,1098,1,5,440
27,65852.415174454,1098,21,466,36908
271,65852.415182095,1098,0,0,0
163,65852.415186558,1098,4,53,4079
183,65852.415192866,1098,4,42,3485
168,65852.415195169,1098,0,0,0
311,65852.415203853,1098,0,0,0
311,65852.415205209,1098,0,0,0
242,65852.415206982,1098,0,0,0
112,65852.415208352,1098,0,0,0
27,65852.415216329,1098,21,466,36928
271,65852.415224167,1098,0,0,0
163,65852.415227261,1098,4,53,4090
168,65852.41522996,1098,0,0,0
311,65852.415236836,1098,0,0,0
311,65852.415238103,1098,0,0,0
242,65852.415239568,1098,0,0,0
112,65852.415240773,1098,0,0,0
77,65852.415249223,1098,1,5,440
77,65852.420671704,666,1,5,439
216,65852.420680841,1098,0,0,0
77,65852.431273644,666,1,19,1351
77,65852.431279193,666,1,5,439
216,65852.431293329,1098,0,0,0
40,65852.431298024,1098,1,5,439
216,65852.440380655,1098,0,0,0
216,65852.454228057,1098,0,0,0
40,65852.454232985,1098,1,5,439
77,65852.45424344,666,1,19,1351
77,65852.454248262,666,1,5,439
216,65852.456336462,1098,0,0,0
216,65852.466904272,1098,0,0,0
40,65852.46690887,1098,1,5,439
77,65852.466917517,666,1,19,1351
77,65852.4765256,666,1,5,439
216,65852.476535559,1098,0,0,0
216,65852.48707507,1098,0,0,0
40,65852.487079655,1098,1,5,439
216,65852.487112865,1098,0,0,0
77,65852.487121867,1098,1,5,440
77,65852.487173093,1098,1,5,439
40,65852.48717856,1098,1,5,439
216,65852.496368868,1098,0,0,0
216,65852.496404621,1098,0,0,0
77,65852.496411386,1098,1,5,440
77,65852.4964347,1098,1,5,439
40,65852.496437844,1098,1,5,439
216,65852.506425411,1098,0,0,0
40,65852.506429911,1098,1,5,439
77,65852.506438354,666,1,19,1351
77,65852.516914797,666,1,5,439
216,65852.516933566,1098,0,0,0
40,65852.516937622,1098,1,5,439
77,65852.523582312,666,1,19,1351
77,65852.523586093,666,1,5,439
216,65852.523596005,1098,0,0,0
216,65852.523631017,1098,0,0,0
77,65852.523637838,1098,1,5,440
77,65852.523672564,1098,1,5,439
40,65852.523676197,1098,1,5,439
216,65852.528856009,1098,0,0,0
40,65852.528859892,1098,1,5,439
216,65852.536361351,1098,0,0,0
77,65852.5363704,666,1,19,1351
77,65852.536374674,666,1,5,439
