syscall,time,process,fields,length,value
77,61253.923571015,666,1,19,1351
77,61254.043591698,666,1,5,439
124,61254.0536277,666,0,0,0
77,61254.063598698,666,1,19,1351
77,61254.083652587,666,1,5,439
124,61254.083664839,666,0,0,0
124,61254.08367919,666,0,0,0
124,61254.083688924,666,0,0,0
124,61254.083699182,666,0,0,0
77,61254.083707425,666,1,19,1351
77,61254.113562639,666,1,5,439
124,61254.124685345,666,0,0,0
77,61254.1247104,666,1,19,1351
77,61254.144907846,666,1,5,439
124,61254.153580899,666,0,0,0
124,61254.163888494,666,0,0,0
124,61254.163905778,666,0,0,0
77,61254.163913756,666,1,19,1351
77,61254.163916869,666,1,5,439
124,61254.17357185,666,0,0,0
77,61254.183581416,666,1,19,1351
77,61254.214507837,666,1,5,439
27,61254.214518524,1098,22,462,36995
271,61254.214528766,1098,0,0,0
163,61254.214533422,1098,4,53,4099
183,61254.214554126,1098,4,42,3477
183,61254.214556096,1098,4,42,3472
168,61254.214557989,1098,0,0,0
311,61254.214568703,1098,0,0,0
311,61254.214569704,1098,0,0,0
242,61254.214571259,1098,0,0,0
112,61254.214572379,1098,0,0,0
27,61254.214578756,1098,22,463,37034
271,61254.21458427,1098,0,0,0
163,61254.214586792,1098,4,53,4044
183,61254.214589791,1098,4,42,3479
168,61254.214591558,1098,0,0,0
311,61254.214597181,1098,0,0,0
311,61254.214598119,1098,0,0,0
242,61254.214599283,1098,0,0,0
112,61254.21460016,1098,0,0,0
77,61254.214605846,1098,1,5,440
77,61254.21582652,1098,1,5,440
216,61254.227400577,1098,0,0,0
40,61254.227403475,1098,1,5,439
77,61254.233606695,666,1,19,1351
77,61254.233611403,666,1,5,439
216,61254.233621703,1098,0,0,0
216,61254.243642857,1098,0,0,0
40,61254.243645962,1098,1,5,439
77,61254.253670977,666,1,19,1351
77,61254.253674803,666,1,5,439
216,61254.253684392,1098,0,0,0
40,61254.253687868,1098,1,5,439
216,61254.263919525,1098,0,0,0
40,61254.263922663,1098,1,5,439
77,61254.27363745,666,1,19,1351
77,61254.27364163,666,1,5,439
216,61254.273651667,1098,0,0,0
216,61254.283549374,1098,0,0,0
40,61254.283551927,1098,1,5,439
216,61254.293561271,1098,0,0,0
40,61254.293563562,1098,1,5,439
77,61254.293582702,666,1,19,1351
77,61254.293586548,666,1,5,439
185,61254.293599865,666,1,5,439
108,61254.293619527,666,0,0,0
251,61254.293622994,666,0,0,0
