syscall,time,process,fields,length,value
77,74602.255248454,666,1,19,1351
77,74602.317400466,666,1,5,439
124,74602.318367513,666,0,0,0
124,74602.318396063,666,0,0,0
77,74602.327661702,666,1,19,1351
77,74602.368203395,666,1,5,439
124,74602.37818291,666,0,0,0
77,74602.378201107,666,1,19,1351
77,74602.39821887,666,1,5,439
185,74602.408175651,666,1,5,439
108,74602.408210236,666,0,0,0
251,74602.40821547,666,0,0,0
77,74602.418183651,666,1,19,1351
77,74602.418189087,666,1,5,439
124,74602.428173161,666,0,0,0
124,74602.428200643,666,0,0,0
77,74602.438195572,666,1,19,1351
77,74602.438201158,666,1,5,439
124,74602.448170825,666,0,0,0
77,74602.458177294,666,1,19,1351
77,74602.498188756,666,1,5,439
124,74602.508240308,666,0,0,0
77,74602.510797409,666,1,19,1351
77,74602.510803113,666,1,5,439
124,74602.528191575,666,0,0,0
124,74602.528211957,666,0,0,0
77,74602.528221496,666,1,19,1351
77,74602.528225026,666,1,5,439
27,74602.532990092,1098,21,465,37368
271,74602.5329993,1098,0,0,0
163,74602.533004657,1098,4,53,4125
183,74602.533011438,1098,4,42,3481
183,74602.533014092,1098,4,42,3477
168,74602.533016457,1098,0,0,0
311,74602.533028997,1098,0,0,0
311,74602.533030342,1098,0,0,0
242,74602.533032037,1098,0,0,0
112,74602.533033453,1098,0,0,0
77,74602.533040485,1098,1,5,440
77,74602.533040485,1098,1,5,440
27,74602.534028546,1098,21,466,37421
271,74602.534036613,1098,0,0,0
163,74602.534042861,1098,4,53,4090
183,74602.534049133,1098,4,42,3493
168,74602.534051834,1098,0,0,0
311,74602.534060246,1098,0,0,0
311,74602.534061633,1098,0,0,0
242,74602.534063401,1098,0,0,0
112,74602.534064842,1098,0,0,0
27,74602.534072453,1098,21,466,37432
271,74602.53408054,1098,0,0,0
163,74602.534084005,1098,4,53,4094
168,74602.534086696,1098,0,0,0
311,74602.534092867,1098,0,0,0
311,74602.534094134,1098,0,0,0
242,74602.53409559,1098,0,0,0
112,74602.534096865,1098,0,0,0
77,74602.53410538,1098,1,5,440
77,74602.534123316,1098,1,5,440
27,74602.534188616,1098,21,466,37447
271,74602.534195976,1098,0,0,0
163,74602.534200963,1098,4,53,4106
183,74602.534206062,1098,4,42,3486
168,74602.534208271,1098,0,0,0
311,74602.534215145,1098,0,0,0
311,74602.53421637,1098,0,0,0
242,74602.534217984,1098,0,0,0
112,74602.534219386,1098,0,0,0
77,74602.534225077,1098,1,5,440
77,74602.53466271,1098,1,5,440
216,74602.53824437,1098,0,0,0
77,74602.553089773,666,1,19,1351
77,74602.553095302,666,1,5,439
216,74602.553109626,1098,0,0,0
40,74602.553114078,1098,1,5,439
124,74602.553123742,666,0,0,0
216,74602.558183316,1098,0,0,0
216,74602.55821064,1098,0,0,0
77,74602.558217176,1098,1,5,440
77,74602.558248987,1098,1,5,439
40,74602.558254438,1098,1,5,439
216,74602.568165824,1098,0,0,0
40,74602.568168769,1098,1,5,439
216,74602.568196932,1098,0,0,0
77,74602.568203179,1098,1,5,440
77,74602.568226888,1098,1,5,439
40,74602.568229194,1098,1,5,439
77,74602.580954533,666,1,19,1351
77,74602.580976424,666,1,5,439
216,74602.580985128,1098,0,0,0
40,74602.580989828,1098,1,5,439
77,74602.580998187,666,1,19,1351
77,74602.589226204,666,1,5,439
216,74602.589233751,1098,0,0,0
216,74602.589263281,1098,0,0,0
77,74602.589271659,1098,1,5,440
77,74602.589291267,1098,1,5,439
40,74602.589294404,1098,1,5,439
216,74602.598171787,1098,0,0,0
40,74602.598174794,1098,1,5,439
216,74602.608188175,1098,0,0,0
40,74602.608191992,1098,1,5,439
77,74602.608200858,666,1,19,1351
77,74602.60820493,666,1,5,439
216,74602.618139783,1098,0,0,0
216,74602.628602488,1098,0,0,0
40,74602.628605923,1098,1,5,439
77,74602.628632695,666,1,19,1351
77,74602.628636799,666,1,5,439
216,74602.638138599,1098,0,0,0
216,74602.648141783,1098,0,0,0
40,74602.64814397,1098,1,5,439
77,74602.648163231,666,1,19,1351
77,74602.648167033,666,1,5,439
216,74602.658136958,1098,0,0,0
216,74602.668444411,1098,0,0,0
40,74602.668447573,1098,1,5,439
77,74602.66847372,666,1,19,1351
