syscall,time,process,fields,length,value
77,73598.825804588,666,1,19,1351
77,73599.012920485,666,1,5,439
124,73599.020943803,666,0,0,0
77,73599.020964198,666,1,19,1351
77,73599.036903665,666,1,5,439
124,73599.036914127,666,0,0,0
77,73599.036928552,666,1,19,1351
77,73599.036930846,666,1,5,439
124,73599.051780933,666,0,0,0
77,73599.051818939,666,1,19,1351
77,73599.052932661,666,1,5,439
124,73599.054530366,666,0,0,0
124,73599.068913125,666,0,0,0
77,73599.068928184,666,1,19,1351
77,73599.101770735,666,1,5,439
124,73599.111783462,666,0,0,0
124,73599.111816817,666,0,0,0
124,73599.121802979,666,0,0,0
124,73599.121828369,666,0,0,0
124,73599.121841864,666,0,0,0
77,73599.121853151,666,1,19,1351
77,73599.161806737,666,1,5,439
185,73599.181794124,666,1,5,439
108,73599.18183172,666,0,0,0
251,73599.181838346,666,0,0,0
77,73599.181856186,666,1,19,1351
77,73599.301921533,666,1,5,439
27,73599.310224594,1098,21,465,36778
271,73599.310235679,1098,0,0,0
163,73599.310240746,1098,4,53,4123
183,73599.310246105,1098,4,42,3480
183,73599.310248449,1098,4,42,3479
168,73599.310250436,1098,0,0,0
311,73599.310260194,1098,0,0,0
311,73599.310261294,1098,0,0,0
242,73599.310262728,1098,0,0,0
112,73599.310263904,1098,0,0,0
77,73599.31027026,1098,1,5,440
77,73599.31027026,1098,1,5,440
27,73599.31124747,1098,21,466,36827
271,73599.311253176,1098,0,0,0
163,73599.311256688,1098,4,53,4087
183,73599.311261489,1098,4,42,3491
168,73599.311263298,1098,0,0,0
311,73599.311269596,1098,0,0,0
311,73599.3112706,1098,0,0,0
242,73599.311271988,1098,0,0,0
112,73599.311273031,1098,0,0,0
27,73599.311279328,1098,21,466,36838
271,73599.311285547,1098,0,0,0
163,73599.311287959,1098,4,53,4091
168,73599.311289805,1098,0,0,0
311,73599.311294895,1098,0,0,0
311,73599.311295848,1098,0,0,0
242,73599.311297001,1098,0,0,0
112,73599.311297945,1098,0,0,0
77,73599.311305113,1098,1,5,440
77,73599.311319226,1098,1,5,440
27,73599.311368173,1098,21,466,36853
271,73599.311373339,1098,0,0,0
163,73599.311375876,1098,4,53,4103
183,73599.311379314,1098,4,42,3484
168,73599.311380866,1098,0,0,0
311,73599.311386003,1098,0,0,0
311,73599.311386907,1098,0,0,0
242,73599.31138807,1098,0,0,0
112,73599.311389032,1098,0,0,0
77,73599.311393115,1098,1,5,440
77,73599.331016199,666,1,5,439
216,73599.331041894,1098,0,0,0
40,73599.331047384,1098,1,5,439
216,73599.332005226,1098,0,0,0
216,73599.345284256,1098,0,0,0
40,73599.345287878,1098,1,5,439
77,73599.345295281,666,1,19,1351
77,73599.34529948,666,1,5,439
216,73599.351837585,1098,0,0,0
77,73599.361748979,666,1,19,1351
77,73599.361767664,666,1,5,439
216,73599.361775039,1098,0,0,0
40,73599.361778444,1098,1,5,439
77,73599.361806607,666,1,19,1351
77,73599.361809521,666,1,5,439
216,73599.371744838,1098,0,0,0
216,73599.382164933,1098,0,0,0
40,73599.382167995,1098,1,5,439
77,73599.38219728,666,1,19,1351
77,73599.382223215,666,1,5,439
216,73599.391705998,1098,0,0,0
216,73599.40177049,1098,0,0,0
40,73599.401773259,1098,1,5,439
77,73599.401798682,666,1,19,1351
77,73599.401802822,666,1,5,439
216,73599.411703234,1098,0,0,0
77,73599.411723511,666,1,19,1351
77,73599.411740569,666,1,5,439
216,73599.42228161,1098,0,0,0
40,73599.422284442,1098,1,5,439
77,73599.42231051,666,1,19,1351
77,73599.422314535,666,1,5,439
216,73599.431852404,1098,0,0,0
216,73599.441745101,1098,0,0,0
40,73599.441747999,1098,1,5,439
77,73599.441770007,666,1,19,1351
77,73599.441774331,666,1,5,439
216,73599.451707457,1098,0,0,0
216,73599.462051378,1098,0,0,0
40,73599.462054498,1098,1,5,439
77,73599.462060785,666,1,19,1351
77,73599.471835791,666,1,5,439
216,73599.471841543,1098,0,0,0
216,73599.481710186,1098,0,0,0
40,73599.481713014,1098,1,5,439
77,73599.48173382,666,1,19,1351
77,73599.481737746,666,1,5,439
216,73599.501742547,1098,0,0,0
40,73599.501747235,1098,1,5,439
77,73599.501774705,666,1,19,1351
77,73599.501797907,666,1,5,439
40,73599.501805286,666,1,5,439
216,73599.508677342,1098,0,0,0
216,73599.508726327,1098,0,0,0
77,73599.50873311,1098,1,5,440
77,73599.508750255,1098,1,5,439
40,73599.508757648,1098,1,5,439
216,73599.522391942,1098,0,0,0
40,73599.522395313,1098,1,5,439
77,73599.522403282,666,1,19,1351
77,73599.522432699,666,1,5,439
124,73599.522440994,666,0,0,0
216,73599.541717024,1098,0,0,0
40,73599.54172087,1098,1,5,439
77,73599.541745779,666,1,19,1351
77,73599.541750524,666,1,5,439
124,73599.541761361,666,0,0,0
216,73599.54943542,1098,0,0,0
77,73599.549443255,1098,1,21,1542
77,73599.549504237,1098,1,21,1542
43,73599.557175623,753,22,403,33421
13,73599.557271821,753,4,47,3780
5,73599.557312019,753,2,38,3222
5,73599.557320535,753,2,38,3213
193,73599.557338925,753,4,85,6933
69,73599.557343555,753,1,5,439
163,73599.557348588,753,4,47,3843
28,73599.557350609,753,1,5,439
5,73599.55735761,753,2,38,3222
193,73599.557368681,753,4,115,9351
222,73599.557373492,753,2,93,4989
69,73599.557377537,753,1,5,439
163,73599.557381292,753,4,47,3840
163,73599.557391599,753,4,48,3840
168,73599.557397975,753,0,0,0
163,73599.55740399,753,4,50,3979
163,73599.557413178,753,4,50,3987
28,73599.557425458,753,1,5,439
399,73599.557448156,753,0,0,0
168,73599.557532166,753,0,0,0
168,73599.557573137,753,0,0,0
168,73599.557579381,753,0,0,0
183,73599.557588095,753,4,39,3321
100,73599.557645189,753,0,0,0
240,73599.557650885,753,0,0,0
89,73599.557653211,753,1,12,1065
13,73599.557701544,753,4,50,3929
13,73599.557704494,753,4,50,3938
101,73599.557727944,753,0,0,0
84,73599.557738399,753,2,12,1010
193,73599.557752414,753,4,74,6421
58,73599.557755398,753,1,28,2461
28,73599.557756751,753,1,5,439
58,73599.557758099,753,1,10,754
240,73599.557760113,753,0,0,0
240,73599.557761519,753,0,0,0
240,73599.557762824,753,0,0,0
240,73599.557764121,753,0,0,0
240,73599.557765389,753,0,0,0
240,73599.557766604,753,0,0,0
222,73599.55777614,753,2,94,4307
204,73599.557814217,753,4,39,2660
27,73599.557885289,753,21,382,30621
28,73599.557909626,753,1,5,439
27,73599.560372737,753,21,373,29985
28,73599.560409622,753,1,5,439
28,73599.560413873,753,1,5,439
33,73599.560415428,753,1,10,755
28,73599.560416577,753,1,5,439
326,73599.560448036,753,2,44,3859
326,73599.560451067,753,2,43,3744
326,73599.560453748,753,2,38,3289
326,73599.560460589,753,2,28,2589
43,73599.560559071,828,24,392,31655
13,73599.560587672,828,4,47,3770
5,73599.560612208,828,2,38,3222
5,73599.560616674,828,2,38,3213
193,73599.560626716,828,4,85,6933
69,73599.560629894,828,1,5,439
163,73599.560633521,828,4,47,3773
28,73599.560634954,828,1,5,439
5,73599.560639775,828,2,38,3222
193,73599.560646672,828,4,115,9351
222,73599.560649944,828,2,93,4989
69,73599.560652919,828,1,5,439
163,73599.560655722,828,4,47,3792
163,73599.560662633,828,4,48,3828
168,73599.56066732,828,0,0,0
163,73599.560672555,828,4,50,3923
163,73599.560679057,828,4,50,3940
28,73599.560687678,828,1,5,439
399,73599.560702315,828,0,0,0
168,73599.560749277,828,0,0,0
168,73599.560758558,828,0,0,0
168,73599.560764218,828,0,0,0
183,73599.560771877,828,4,39,3325
13,73599.560834483,828,4,50,3925
13,73599.560837461,828,4,50,3934
69,73599.560858854,828,1,5,439
380,73599.560872894,828,2,19,1749
222,73599.560877713,753,2,19,1749
28,73599.560890596,828,1,5,439
222,73599.560894705,753,2,11,942
28,73599.560896536,753,1,5,439
28,73599.560908849,828,1,5,439
377,73599.560969258,753,0,0,0
204,73599.560992597,753,4,39,2654
27,73599.561031281,753,21,386,31031
28,73599.561051302,753,1,5,439
27,73599.561065152,753,21,373,29991
28,73599.56109431,753,1,5,439
28,73599.561098432,753,1,5,439
33,73599.561100111,753,1,10,755
28,73599.561101173,753,1,5,439
326,73599.561129204,753,2,44,3859
326,73599.561131907,753,2,43,3744
326,73599.561134052,753,2,38,3289
326,73599.561139326,753,2,28,2589
43,73599.561232753,828,24,392,31660
13,73599.561261121,828,4,47,3804
5,73599.561284122,828,2,38,3222
5,73599.561287368,828,2,38,3213
193,73599.561297676,828,4,85,6933
69,73599.56130074,828,1,5,439
163,73599.561304289,828,4,47,3787
28,73599.561305682,828,1,5,439
5,73599.561310753,828,2,38,3222
193,73599.5613181,828,4,115,9351
222,73599.561321243,828,2,93,4989
69,73599.561324235,828,1,5,439
163,73599.561327107,828,4,47,3784
163,73599.561333653,828,4,48,3828
168,73599.561338647,828,0,0,0
163,73599.561343497,828,4,50,3941
163,73599.561349729,828,4,50,3920
28,73599.561357592,828,1,5,439
399,73599.561371092,828,0,0,0
168,73599.561415575,828,0,0,0
168,73599.561423995,828,0,0,0
168,73599.561429581,828,0,0,0
183,73599.561437485,828,4,39,3326
13,73599.561495723,828,4,50,3960
13,73599.561498806,828,4,50,3969
69,73599.561513607,828,1,5,439
380,73599.561525665,828,2,19,1749
222,73599.561530134,753,2,19,1749
28,73599.561541996,828,1,5,439
222,73599.56154551,753,2,11,942
28,73599.561547022,753,1,5,439
28,73599.561557838,828,1,5,439
377,73599.561615209,753,0,0,0
326,73599.561657065,753,2,39,3482
17,73599.561663608,753,2,12,1008
77,73599.5657062,666,1,19,1351
77,73599.56571346,666,1,5,439
124,73599.565728835,666,0,0,0
124,73599.565742449,666,0,0,0
46,73599.565852576,753,0,0,0
193,73599.565864842,753,4,79,6442
58,73599.565867734,753,1,11,804
28,73599.565869294,753,1,5,439
58,73599.565870637,753,1,10,754
33,73599.565872119,753,1,19,1601
28,73599.56587332,753,1,5,439
326,73599.565877364,753,2,41,3562
326,73599.565880399,753,2,40,3447
326,73599.565883217,753,2,35,2992
326,73599.565892124,753,2,25,2292
27,73599.565988388,753,21,386,31037
27,73599.566034353,753,21,374,30037
28,73599.566066344,753,1,5,439
43,73599.566197756,531,24,387,30804
13,73599.566228213,531,4,47,3781
5,73599.566257706,531,2,38,3222
5,73599.566263655,531,2,38,3213
193,73599.566274447,531,4,85,6933
69,73599.566278021,531,1,5,439
163,73599.56628218,531,4,47,3814
28,73599.566283715,531,1,5,439
5,73599.566289562,531,2,38,3222
193,73599.566296825,531,4,115,9351
222,73599.566300244,531,2,93,4989
69,73599.566303569,531,1,5,439
163,73599.566306902,531,4,47,3811
163,73599.566314486,531,4,48,3833
168,73599.566319913,531,0,0,0
163,73599.566325634,531,4,50,3939
163,73599.56633256,531,4,50,3956
28,73599.566341518,531,1,5,439
399,73599.566357559,531,0,0,0
168,73599.566408541,531,0,0,0
168,73599.566436807,531,0,0,0
168,73599.566443107,531,0,0,0
183,73599.566451707,531,4,39,3326
100,73599.566495765,531,0,0,0
240,73599.56649772,531,0,0,0
89,73599.566499494,531,1,12,1065
13,73599.566530515,531,4,50,3935
13,73599.566533476,531,4,50,3944
101,73599.566548703,531,0,0,0
326,73599.566557531,531,2,12,1008
326,73599.566560282,531,2,15,1135
193,73599.566570213,531,4,68,5747
58,73599.566572626,531,1,25,2124
28,73599.566573961,531,1,5,439
58,73599.566575232,531,1,10,754
240,73599.56657693,531,0,0,0
240,73599.566578154,531,0,0,0
240,73599.566579362,531,0,0,0
240,73599.566580594,531,0,0,0
240,73599.566581903,531,0,0,0
240,73599.566583042,531,0,0,0
222,73599.566586828,531,2,93,6914
326,73599.566661521,531,2,43,3790
326,73599.566666171,531,2,42,3675
326,73599.56667028,531,2,37,3220
326,73599.566674209,531,2,36,3105
326,73599.566678883,531,2,33,2827
326,73599.566682607,531,2,32,2712
377,73599.566753585,753,0,0,0
33,73599.566762284,753,1,10,755
28,73599.566765151,753,1,5,439
222,73599.566810571,753,4,84,7053
326,73599.566847657,753,2,39,3434
89,73599.566854117,753,1,12,1065
326,73599.56686169,753,2,26,2334
46,73599.566866378,753,0,0,0
43,73599.566882788,753,31,467,36205
43,73599.566904313,753,31,467,36205
43,73599.566919358,753,31,467,36205
43,73599.567040824,329,31,443,34186
13,73599.567073878,329,4,47,3818
5,73599.567100837,329,2,38,3222
5,73599.567104406,329,2,38,3213
193,73599.567113337,329,4,85,6933
69,73599.567116862,329,1,5,439
163,73599.567121061,329,4,47,3798
28,73599.567122773,329,1,5,439
5,73599.567128432,329,2,38,3222
193,73599.56713538,329,4,115,9351
222,73599.567139023,329,2,93,4989
69,73599.567142147,329,1,5,439
163,73599.567145351,329,4,47,3795
163,73599.567154813,329,4,48,3846
168,73599.567159354,329,0,0,0
163,73599.567164747,329,4,50,3959
163,73599.567171478,329,4,50,3938
28,73599.56717999,329,1,5,439
399,73599.567194584,329,0,0,0
168,73599.567243329,329,0,0,0
168,73599.567255052,329,0,0,0
168,73599.567261079,329,0,0,0
183,73599.567269431,329,4,39,3326
13,73599.567337149,329,4,50,3974
13,73599.567340362,329,4,50,3990
43,73599.567462044,334,27,389,30768
13,73599.567492512,334,4,47,3758
5,73599.56751781,334,2,38,3222
5,73599.56752139,334,2,38,3213
193,73599.567531774,334,4,85,6933
69,73599.567535121,334,1,5,439
163,73599.567538645,334,4,47,3823
28,73599.567540218,334,1,5,439
5,73599.567546402,334,2,38,3222
193,73599.567553566,334,4,115,9351
222,73599.56755696,334,2,93,4989
69,73599.567560102,334,1,5,439
163,73599.567563108,334,4,47,3820
163,73599.567570939,334,4,48,3842
168,73599.56757626,334,0,0,0
163,73599.567582402,334,4,50,3951
163,73599.567589347,334,4,50,3968
28,73599.567598149,334,1,5,439
399,73599.567612873,334,0,0,0
168,73599.567662987,334,0,0,0
168,73599.567690092,334,0,0,0
168,73599.567696197,334,0,0,0
183,73599.567704401,334,4,39,3320
100,73599.567748606,334,0,0,0
240,73599.567750645,334,0,0,0
89,73599.567752505,334,1,12,1065
13,73599.567784296,334,4,50,3906
13,73599.567786973,334,4,50,3922
101,73599.567831619,334,0,0,0
84,73599.567836806,334,2,12,1010
193,73599.567849037,334,4,70,5831
58,73599.567851529,334,1,26,2166
28,73599.567853017,334,1,5,439
58,73599.567854388,334,1,10,754
240,73599.567856268,334,0,0,0
240,73599.567857691,334,0,0,0
240,73599.567858972,334,0,0,0
240,73599.567860228,334,0,0,0
240,73599.567861433,334,0,0,0
240,73599.567862662,334,0,0,0
222,73599.567869014,334,2,94,7310
89,73599.567880034,334,1,12,1065
326,73599.56788597,334,2,25,2310
46,73599.567890142,334,0,0,0
27,73599.567939735,334,21,368,29096
27,73599.569653413,334,21,351,27657
28,73599.569687282,334,1,5,439
193,73599.569702839,334,4,79,6442
33,73599.569705244,334,1,19,1602
28,73599.569706345,334,1,5,439
204,73599.569725362,334,4,39,2655
27,73599.569783854,334,21,354,27817
28,73599.56980546,334,1,5,439
326,73599.569824694,334,2,40,3461
326,73599.569832776,334,2,39,3346
326,73599.569835618,334,2,34,2891
326,73599.569838044,334,2,33,2776
326,73599.569840405,334,2,30,2498
326,73599.569846424,334,2,20,1798
27,73599.569905686,334,21,354,27818
28,73599.569924625,334,1,5,439
28,73599.569925811,334,1,13,912
27,73599.569944255,334,21,351,27663
33,73599.569987596,334,1,10,754
28,73599.56998894,334,1,5,439
43,73599.570105658,430,27,365,28736
13,73599.570135787,430,4,47,3757
5,73599.570164469,430,2,38,3222
5,73599.570167805,430,2,38,3213
193,73599.570176612,430,4,85,6933
69,73599.570180156,430,1,5,439
163,73599.570183968,430,4,47,3792
28,73599.570185517,430,1,5,439
5,73599.570190837,430,2,38,3222
193,73599.570201036,430,4,121,9999
222,73599.570205668,430,2,93,4885
69,73599.570208788,430,1,5,439
163,73599.570211772,430,4,47,3789
163,73599.57021942,430,4,48,3822
168,73599.570224061,430,0,0,0
163,73599.570228967,430,4,50,3932
28,73599.570241341,430,1,5,439
5,73599.57025367,430,2,38,3222
193,73599.570262943,430,4,117,9561
222,73599.570266309,430,2,93,4891
69,73599.570269164,430,1,5,439
163,73599.570273936,430,4,50,3978
168,73599.570277801,430,0,0,0
163,73599.570281666,430,4,50,3972
28,73599.570295903,430,1,5,439
5,73599.570303965,430,2,38,3222
193,73599.570310873,430,4,115,9351
222,73599.570313694,430,2,93,4989
69,73599.570316627,430,1,5,439
163,73599.570321128,430,4,50,3973
168,73599.57032627,430,0,0,0
163,73599.570331009,430,4,50,3977
163,73599.570338896,430,4,50,3978
28,73599.570347724,430,1,5,439
5,73599.570359488,430,2,38,3222
193,73599.570369583,430,4,127,10629
222,73599.57037363,430,2,93,5010
69,73599.570376623,430,1,5,439
163,73599.570387534,430,4,51,3999
168,73599.570391142,430,0,0,0
163,73599.570395235,430,4,51,4008
163,73599.570402954,430,4,51,4021
