syscall,time,process,fields,length,value
77,74074.42026511,666,1,19,1351
77,74074.51203067,666,1,5,439
185,74074.514764928,666,1,5,439
108,74074.514802463,666,0,0,0
251,74074.514810909,666,0,0,0
77,74074.522273068,666,1,19,1351
77,74074.701027913,666,1,5,439
124,74074.70104102,666,0,0,0
77,74074.706625796,666,1,19,1351
77,74074.706634984,666,1,5,439
124,74074.710853676,666,0,0,0
77,74074.716692318,666,1,19,1351
77,74074.716701028,666,1,5,439
124,74074.7212605,666,0,0,0
124,74074.721296231,666,0,0,0
124,74074.721309799,666,0,0,0
124,74074.721322348,666,0,0,0
77,74074.72682759,666,1,19,1351
77,74074.778094471,666,1,5,439
124,74074.780480242,666,0,0,0
77,74074.781140589,666,1,19,1351
77,74074.788522152,666,1,5,439
124,74074.790487436,666,0,0,0
124,74074.790514171,666,0,0,0
124,74074.790528899,666,0,0,0
77,74074.798780821,666,1,19,1351
77,74074.809044907,666,1,5,439
40,74074.811509986,666,1,5,439
77,74074.819802265,666,1,19,1351
77,74075.200422399,666,1,5,439
124,74075.201250093,666,0,0,0
77,74075.202229361,666,1,19,1351
77,74075.210598987,666,1,5,439
124,74075.210996521,666,0,0,0
77,74075.220872749,666,1,19,1351
77,74075.220880913,666,1,5,439
124,74075.221457241,666,0,0,0
124,74075.221482523,666,0,0,0
124,74075.221496258,666,0,0,0
124,74075.221510444,666,0,0,0
77,74075.229095212,666,1,19,1351
77,74075.272222617,666,1,5,439
124,74075.280693767,666,0,0,0
77,74075.28243986,666,1,19,1351
77,74075.290518903,666,1,5,439
124,74075.290650808,666,0,0,0
124,74075.290675415,666,0,0,0
124,74075.290688844,666,0,0,0
77,74075.292671197,666,1,19,1351
77,74075.511570663,666,1,5,439
185,74075.514953049,666,1,5,439
108,74075.514997317,666,0,0,0
251,74075.515006201,666,0,0,0
77,74075.521824928,666,1,19,1351
77,74075.696090279,666,1,5,439
124,74075.701498343,666,0,0,0
77,74075.703390395,666,1,19,1351
77,74075.7063294,666,1,5,439
124,74075.711260636,666,0,0,0
77,74075.716578057,666,1,19,1351
77,74075.716588868,666,1,5,439
124,74075.721684548,666,0,0,0
124,74075.721713011,666,0,0,0
124,74075.721729839,666,0,0,0
124,74075.721745476,666,0,0,0
77,74075.726802584,666,1,19,1351
77,74075.77817458,666,1,5,439
124,74075.780932595,666,0,0,0
77,74075.788405001,666,1,19,1351
77,74075.788414393,666,1,5,439
124,74075.790868814,666,0,0,0
124,74075.790896338,666,0,0,0
124,74075.79091015,666,0,0,0
77,74075.79207042,666,1,19,1351
77,74075.808920523,666,1,5,439
40,74075.812716705,666,1,5,439
77,74075.819161113,666,1,19,1351
77,74076.10027633,666,1,5,439
27,74076.107175101,1098,21,465,37247
271,74076.107188067,1098,0,0,0
163,74076.107193436,1098,4,53,4096
183,74076.107199734,1098,4,42,3489
183,74076.107202521,1098,4,42,3479
168,74076.107204897,1098,0,0,0
311,74076.107216941,1098,0,0,0
311,74076.10721827,1098,0,0,0
242,74076.107219924,1098,0,0,0
112,74076.107221308,1098,0,0,0
77,74076.107228269,1098,1,5,440
77,74076.107228269,1098,1,5,440
27,74076.108199118,1098,21,466,37273
271,74076.108207116,1098,0,0,0
163,74076.108211512,1098,4,53,4049
183,74076.108218005,1098,4,42,3477
168,74076.108220753,1098,0,0,0
311,74076.108228932,1098,0,0,0
311,74076.108230893,1098,0,0,0
242,74076.108232805,1098,0,0,0
112,74076.108234295,1098,0,0,0
27,74076.108241918,1098,21,466,37284
271,74076.108250035,1098,0,0,0
163,74076.108253265,1098,4,53,4053
