syscall,time,process,fields,length,value
77,74806.102619221,666,1,19,1351
77,74806.249135764,666,1,5,439
40,74806.253345113,666,1,5,439
77,74806.258126549,666,1,19,1351
77,74806.28996292,666,1,5,439
124,74806.29312403,666,0,0,0
77,74806.307692583,666,1,19,1351
77,74806.327987309,666,1,5,439
124,74806.347718414,666,0,0,0
124,74806.347743171,666,0,0,0
124,74806.347757517,666,0,0,0
77,74806.347769859,666,1,19,1351
77,74806.347774635,666,1,5,439
124,74806.357845487,666,0,0,0
124,74806.357872546,666,0,0,0
77,74806.357887657,666,1,19,1351
77,74806.388544746,666,1,5,439
124,74806.397953351,666,0,0,0
77,74806.39875128,666,1,19,1351
77,74806.407998649,666,1,5,439
124,74806.408020453,666,0,0,0
77,74806.408967882,666,1,19,1351
77,74806.408977857,666,1,5,439
124,74806.422362141,666,0,0,0
124,74806.422391058,666,0,0,0
77,74806.422405525,666,1,19,1351
77,74806.791230426,666,1,5,439
124,74806.79336335,666,0,0,0
77,74806.801491156,666,1,19,1351
77,74806.842483354,666,1,5,439
124,74806.847958598,666,0,0,0
124,74806.847982244,666,0,0,0
124,74806.847992578,666,0,0,0
77,74806.852713799,666,1,19,1351
77,74806.852723174,666,1,5,439
124,74806.8677167,666,0,0,0
124,74806.86774231,666,0,0,0
77,74806.86775339,666,1,19,1351
77,74806.88815499,666,1,5,439
124,74806.898244165,666,0,0,0
77,74806.898271191,666,1,19,1351
77,74806.898277252,666,1,5,439
124,74806.908213343,666,0,0,0
77,74806.908328112,666,1,19,1351
77,74806.918553516,666,1,5,439
124,74806.922613978,666,0,0,0
124,74806.922640977,666,0,0,0
77,74806.923518456,666,1,19,1351
77,74806.959525117,666,1,5,439
185,74806.967912166,666,1,5,439
108,74806.967955476,666,0,0,0
251,74806.967964232,666,0,0,0
77,74806.967992407,666,1,19,1351
77,74807.237702015,666,1,5,439
40,74807.257665334,666,1,5,439
77,74807.257694153,666,1,19,1351
77,74807.257697674,666,1,5,439
27,74807.264012205,1098,21,465,37126
271,74807.26402217,1098,0,0,0
163,74807.26402763,1098,4,53,4137
183,74807.264034225,1098,4,42,3486
183,74807.264037094,1098,4,42,3480
168,74807.26403949,1098,0,0,0
311,74807.264052109,1098,0,0,0
311,74807.264053687,1098,0,0,0
242,74807.264055478,1098,0,0,0
112,74807.264056936,1098,0,0,0
77,74807.26406402,1098,1,5,440
77,74807.26406402,1098,1,5,440
27,74807.265024463,1098,21,466,37169
271,74807.265033224,1098,0,0,0
163,74807.265038252,1098,4,53,4058
183,74807.265044883,1098,4,42,3477
168,74807.265047677,1098,0,0,0
311,74807.265056199,1098,0,0,0
311,74807.26505762,1098,0,0,0
242,74807.265059457,1098,0,0,0
112,74807.265060847,1098,0,0,0
27,74807.265068844,1098,21,466,37171
271,74807.265076865,1098,0,0,0
163,74807.265080079,1098,4,53,4062
168,74807.265083341,1098,0,0,0
311,74807.265089849,1098,0,0,0
311,74807.26509117,1098,0,0,0
242,74807.265092692,1098,0,0,0
112,74807.265093913,1098,0,0,0
77,74807.265102586,1098,1,5,440
77,74807.265591788,1098,1,5,440
216,74807.267706424,1098,0,0,0
77,74807.278122692,666,1,19,1351
77,74807.278127929,666,1,5,439
216,74807.278140127,1098,0,0,0
40,74807.278144214,1098,1,5,439
216,74807.278173243,1098,0,0,0
77,74807.278180743,1098,1,5,440
77,74807.278244718,1098,1,5,439
40,74807.278250014,1098,1,5,439
216,74807.287660715,1098,0,0,0
216,74807.287691078,1098,0,0,0
77,74807.287696619,1098,1,5,440
77,74807.28771858,1098,1,5,439
40,74807.28772154,1098,1,5,439
216,74807.301471013,1098,0,0,0
40,74807.301475502,1098,1,5,439
77,74807.301484517,666,1,19,1351
77,74807.301489558,666,1,5,439
124,74807.301502475,666,0,0,0
216,74807.307696462,1098,0,0,0
216,74807.317651453,1098,0,0,0
40,74807.31765439,1098,1,5,439
77,74807.317661693,666,1,19,1351
77,74807.327666655,666,1,5,439
216,74807.32768741,1098,0,0,0
40,74807.327691193,1098,1,5,439
77,74807.327698076,666,1,19,1351
77,74807.338508331,666,1,5,439
216,74807.338521627,1098,0,0,0
40,74807.338525966,1098,1,5,439
216,74807.338556446,1098,0,0,0
77,74807.338565496,1098,1,5,440
77,74807.338611892,1098,1,5,439
40,74807.338615635,1098,1,5,439
216,74807.347698548,1098,0,0,0
216,74807.347726545,1098,0,0,0
77,74807.347734299,1098,1,5,440
77,74807.347740021,1098,1,5,439
40,74807.347742709,1098,1,5,439
216,74807.357658912,1098,0,0,0
40,74807.357661873,1098,1,5,439
124,74807.357689654,666,0,0,0
124,74807.357706691,666,0,0,0
124,74807.357717031,666,0,0,0
77,74807.357725484,666,1,19,1351
77,74807.357729016,666,1,5,439
216,74807.367643777,1098,0,0,0
216,74807.37887271,1098,0,0,0
40,74807.378877085,1098,1,5,439
