syscall,time,process,fields,length,value
77,72962.187295442,666,1,19,1351
77,72962.30618693,666,1,5,439
124,72962.324138478,666,0,0,0
77,72962.324158713,666,1,19,1351
77,72962.324228048,666,1,5,439
124,72962.32663041,666,0,0,0
77,72962.336224697,666,1,19,1351
77,72962.348059896,666,1,5,439
124,72962.364130971,666,0,0,0
124,72962.364154503,666,0,0,0
77,72962.36416414,666,1,19,1351
77,72962.364249175,666,1,5,439
124,72962.372139155,666,0,0,0
77,72962.37626569,666,1,19,1351
77,72962.376271403,666,1,5,439
124,72962.388064418,666,0,0,0
77,72962.388080217,666,1,19,1351
77,72962.388083616,666,1,5,439
124,72962.396173615,666,0,0,0
77,72962.404143706,666,1,19,1351
77,72962.404192814,666,1,5,439
124,72962.416239425,666,0,0,0
124,72962.416262149,666,0,0,0
124,72962.416272138,666,0,0,0
77,72962.416280557,666,1,19,1351
77,72962.428042766,666,1,5,439
185,72962.438892681,666,1,5,439
108,72962.438925071,666,0,0,0
251,72962.438930208,666,0,0,0
77,72962.438945994,666,1,19,1351
77,72962.466275129,666,1,5,439
27,72962.483075979,1098,21,462,36808
271,72962.483087215,1098,0,0,0
163,72962.48309173,1098,4,53,4110
183,72962.483097051,1098,4,42,3474
183,72962.483099344,1098,4,42,3477
168,72962.483101396,1098,0,0,0
311,72962.48311084,1098,0,0,0
311,72962.483111933,1098,0,0,0
242,72962.483113428,1098,0,0,0
112,72962.483114633,1098,0,0,0
77,72962.483121682,1098,1,5,440
77,72962.484014655,666,1,5,439
27,72962.484155916,1098,21,463,36851
271,72962.484162974,1098,0,0,0
163,72962.484167021,1098,4,53,4071
183,72962.484172742,1098,4,42,3492
168,72962.484174827,1098,0,0,0
311,72962.48418171,1098,0,0,0
311,72962.484182951,1098,0,0,0
242,72962.484184709,1098,0,0,0
112,72962.484185909,1098,0,0,0
27,72962.484197798,1098,21,463,36862
271,72962.484205378,1098,0,0,0
163,72962.484208396,1098,4,53,4075
168,72962.484210775,1098,0,0,0
311,72962.484238632,1098,0,0,0
311,72962.48423976,1098,0,0,0
242,72962.484241242,1098,0,0,0
112,72962.484242399,1098,0,0,0
77,72962.484251023,1098,1,5,440
77,72962.48468409,1098,1,5,440
216,72962.48617352,1098,0,0,0
216,72962.49711062,1098,0,0,0
40,72962.497129272,1098,1,5,439
77,72962.49715908,666,1,19,1351
77,72962.497163545,666,1,5,439
216,72962.500347906,1098,0,0,0
216,72962.506189487,1098,0,0,0
77,72962.506214181,666,1,19,1351
77,72962.506219646,666,1,5,439
216,72962.508487655,1098,0,0,0
40,72962.508491299,1098,1,5,439
77,72962.508498705,666,1,19,1351
